@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,noap,rchn,strg,umzg,untr}
@data
"ich habe nach ein paar Stunden mit demselben Anliegen an die Telekom gewendet und das Gespräch wurde einfach unterbrochen und es wurde keine Hilfe in die Wege geleitet", knbr
"kein Entkommen obwohl überhaupt keine Verschuldung unsererseits besteht", noap
"einfach aufgelegt sie hat einfach aufgelegt", noap
"die Beraterin war nicht kompetent genug um mir Auskunft zu geben was T-online Vision bedeutet", kmpt
"die Beraterin war nicht kompetent genug um mir Auskunft zu geben was T-online Vision bedeutet", kdsv
"ich ständig verbunden werde ich werde ständig verbunden und keiner weiß Bescheid über meine Situation und warten schon seit ersten Mai auf  Festnetz Anschluss und irgendwie kriegen sie das nicht geregelt und werd einfach von einem zum anderen verbunden und das ist es was mich so nervt keiner kann mir eine konkrete Antwort geben", kmpt
"ich ständig verbunden werde ich werde ständig verbunden und keiner weiß Bescheid über meine Situation und warten schon seit ersten Mai auf  Festnetz Anschluss und irgendwie kriegen sie das nicht geregelt und werd einfach von einem zum anderen verbunden und das ist es was mich so nervt keiner kann mir eine konkrete Antwort geben", kdsv
"der Berater hat einfach aufgelegt", noap
"das ewige Gewarte und mein zweites Anliegen findet leider zusammen vorher das ist alles Scheiße", noap
"ich hätte gerne ein wie auch immer geartetes Paket für die Schweiz und das gibt es bei der Telekom immer noch nicht das heißt ich werde jetzt acht Tage viel Geld bezahlen für  Telefonieren das ärgert mich", kdsv
"in Ordnung aber früher hat ich schon  sehr unböse Mitarbeiter von ihnen am Telefon", noap
"die Beraterin hat einfach aufgelegt das gibt  doch nicht wenn man anruft und zwanzig Minuten wartet kann man doch nicht einfach auflegen wo kommen wir denn da hin bin ja nicht umsonst hier Kundin bei euch ja", noap
"die Beraterin hat einfach aufgelegt das gibt  doch nicht wenn man anruft und zwanzig Minuten wartet kann man doch nicht einfach auflegen wo kommen wir denn da hin bin ja nicht umsonst hier Kundin bei euch ja", noap
"ich habe ein iPhone und das funktioniert nicht weder Internet noch E-Mails bezahlen darf ich monatlich aber  Telekom bringt es nicht fertig dass das Teil funktioniert vor allem im Ausland und wenn ich in vom Ausland zurückkomme dann geht  schon zweimal nicht kein Verbindung zum Server laufend", kdsv
"ich habe jetzt dreizehn Minuten gewartet auf den Berater bis jetzt hab ich noch keinen Berater erhalten und dann kamen sie praktisch mit ihren Fragen danke", noap
"ich habe jetzt dreizehn Minuten gewartet auf den Berater bis jetzt hab ich noch keinen Berater erhalten und dann kamen sie praktisch mit ihren Fragen danke", untr
"der Service Mitarbeiter hat mich aus der Leitung geschmissen ohne Nennung seines Namens", noap
"unterbrochen das Gespräch wurde unterbrochen und ich bin aus der Warteschleife rausgeflogen und ich versuch seit dreißig Minuten eine Information zu bekommen  ich habe zwei Techniker am Apparat gehabt und jedes Mal wurde die Verbindung unterbrochen", knbr
"unterbrochen das Gespräch wurde unterbrochen und ich bin aus der Warteschleife rausgeflogen und ich versuch seit dreißig Minuten eine Information zu bekommen  ich habe zwei Techniker am Apparat gehabt und jedes Mal wurde die Verbindung unterbrochen", noap
"leider war kein Service Mitarbeiter in der Leitung und hat mit mir ein Gespräch geführt die Leitung war still", untr
"ja keine Mitteilung ob jetzt da was an den  gestörten Telefon ist doch repariert wird oder was", kdsv
"die die Beratung war schlecht", kmpt
"der Ansprechpartner hatte keine Ahnung und eine Verbindung zur Technik kam nicht zustande das Gespräch wurde dann beendet dann bin ich in dieser Schleife gelandet", kmpt
"der Ansprechpartner hatte keine Ahnung und eine Verbindung zur Technik kam nicht zustande das Gespräch wurde dann beendet dann bin ich in dieser Schleife gelandet", kmpt
"Verbindung zum dritten Mal unterbrochen", knbr
"die Verbindung wurde einfach unterbrochen", knbr
"ich hatte überhaupt keine Antwort auf meine Frage gekriegt das Gespräch wurde jetzt einfach unterbrochen", knbr
"ich wurde einfach weggedrückt", noap
"am Telefon das geht überhaupt nicht und ich bitte dass das in Ordnung gebracht wird", noap
"da ist eine Störung in unserem Telefon und ich kann da nicht  ich weiß es nicht was ich da überhaupt tun soll", strg
"ich hatte keine Verbindung zum Servicecenter", untr
"es ist überhaupt kein Gespräch zustande gekommen ja und dann ich durfte nur das nicht geführte Gespräch bewerten und das ist unzufriedenstellend", untr
"eine Retour ein es klappt eine Retour eines   Handys nicht also  ich war im T-Punkt gewesen und hab das Gerät mehrmals getauscht und sollte einem Kunden eine  ein Zettel zugeschickt werden mit  drei neuen Hand Geräten anscheinend ist nie  die Retour des alten Handys da und  ja das Gerät ist halt  im T-Punkt abgegeben worden in der Hohen Straße und  ja der Kunde das ist  die Firma Deutsche Handwerkerzentrale kriegt jetzt das Handy nicht ich war schon zig Mal im T-Punkt es soll geregelt worden sein und der Kunde kriegt einfach kein neues Handy telefoniert mit dem alten Endgerät", kdsv
"eine Retour ein es klappt eine Retour eines   Handys nicht also  ich war im T-Punkt gewesen und hab das Gerät mehrmals getauscht und sollte einem Kunden eine  ein Zettel zugeschickt werden mit  drei neuen Hand Geräten anscheinend ist nie  die Retour des alten Handys da und  ja das Gerät ist halt  im T-Punkt abgegeben worden in der Hohen Straße und  ja der Kunde das ist  die Firma Deutsche Handwerkerzentrale kriegt jetzt das Handy nicht ich war schon zig Mal im T-Punkt es soll geregelt worden sein und der Kunde kriegt einfach kein neues Handy telefoniert mit dem alten Endgerät", noap
"keine Angaben", noap
"die Verbindung wurde unterbrochen ich kann einfach niemanden erreichen es war eben eine menschliche Stimme da die anhörte was ich zu sagen habe und dann hörte ich diese automatische Ansage und sonst nichts ich bin verzweifelt ich versuche schon über Minuten jetzt eine Hilfe zu erreichen ich habe eine Störung eine Liechtensteiner Vorwahl betreffend und komme nicht an Telekom heran", noap
"die Verbindung wurde unterbrochen ich kann einfach niemanden erreichen es war eben eine menschliche Stimme da die anhörte was ich zu sagen habe und dann hörte ich diese automatische Ansage und sonst nichts ich bin verzweifelt ich versuche schon über Minuten jetzt eine Hilfe zu erreichen ich habe eine Störung eine Liechtensteiner Vorwahl betreffend und komme nicht an Telekom heran", strg
"die Beratung von vornherein nicht über eine Rechnung  die Dame war sehr überheblich arrogant und das muss ich mir mit siebzig Jahren nicht mehr gefallen lassen und antun", rchn
"die Beratung von vornherein nicht über eine Rechnung  die Dame war sehr überheblich arrogant und das muss ich mir mit siebzig Jahren nicht mehr gefallen lassen und antun", kmpt
"keine Information über mein tatsächliches Problem", noap
"kommen wir nicht  und  das ist einfach sehr frustrierend der jetzige Anruf war war höflich und freundlich aber ob da noch  was passiert weiß ich auch nicht", kdsv
"kommen wir nicht  und  das ist einfach sehr frustrierend der jetzige Anruf war war höflich und freundlich aber ob da noch  was passiert weiß ich auch nicht", rchn
