@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,noap,rchn,strg,umzg,untr}
@data
"seit einer halben Stunde versuche ich über  sprechen zu können hoffnungslos nur Computer oder es geht einfach weg Frust", noap
"seit einer halben Stunde versuche ich über  sprechen zu können hoffnungslos nur Computer oder es geht einfach weg Frust", untr
"ich wollte den Kundendienst es hat sich niemand gemeldet ich werde hier nur verklappst", untr
"man wusste nicht mal wo die Niederlassung hier in Stuttgart ist man konnte mir keinen Rat geben und man konnte mir auch nicht sagen an wen ich mich wenden kann", kmpt
"Mitarbeiter ist sehr  der Mitarbeiter ist sehr inkompetent gewesen  unfreundlich", kmpt
"überhaupt nichts es war nur Mist", noap
"eine Katastrophe was die Telekom hier macht  haben sie es verstanden ich werde jetzt Strafanzeige stellen haben sie das verstanden das was sie hier betreiben ist ein Schwindel ersten Ranges Betrug von  bis  haben sie es verstanden", kmpt
"es wurde mir nicht geholfen es wurde einfach aufgelegt", knbr
"ich steh lange in einer Warteschleife dann werde  wird mein Problem angenommen und es heißt ich verbind sie mit ihrer zuständigen Fach Abteilung für ihre Ort und dann bekomm ich ein Zeichen kein Anschluss kein Mitarbeiter frei und das Gespräch ist beendet toller Service", noap
"ich steh lange in einer Warteschleife dann werde  wird mein Problem angenommen und es heißt ich verbind sie mit ihrer zuständigen Fach Abteilung für ihre Ort und dann bekomm ich ein Zeichen kein Anschluss kein Mitarbeiter frei und das Gespräch ist beendet toller Service", kmpt
"ich habe eine ganz lange Zeit in der Warteschleife gehangen und es hat überhaupt kein Gespräch stattgefunden", noap
"ich habe eine ganz lange Zeit in der Warteschleife gehangen und es hat überhaupt kein Gespräch stattgefunden", untr
"die Verbindung klappte nicht zu dem Service", knbr
"also erstens hat die eine Frau mich voll dumm angemacht und zweitens war die hässlich", kmpt
"ihre Kundenberaterin stellt mich als Lügner hin und geht überhaupt nicht darauf ein was ich gesagt hab", kmpt
"unfreundlich", kmpt
"überhaupt keinen Berater bekommen", untr
"trotz  mir heute wieder nicht gegeben werden und kein Termin genannt werden", kdsv
"es fand kein Gespräch statt weil niemand  den Hörer abgenommen hat", untr
"Dame war freundlich aber  sie haben  abgebrochen ohne nach der Warteschleife abgebrochen", noap
"das Gespräch hat das Gespräch hat überhaupt nicht zu einem Ergebnis geführt obwohl  der der die Sachlage vollkommen klar ist hat man mir zum dritten Mal nicht helfen können in der Rechnung werden unplausible  Beträge aufgeführt  und man ist nicht in der Lage diese Beträge zurück zu buchen oder aus zu buchen das führte zu diesem unzufriedenen Gespräch", rchn
"schlechte Beratung und nach Ende des  bevor das Gespräch zu Ende war einfach aufgelegt", noap
"es hat kein Gespräch stattgefunden es hat sich niemand in der Leitung gemeldet ich habe geschlagene zehn Minuten gewartet und ich möchte dringend eine Störung melden", untr
"es hat kein Gespräch stattgefunden es hat sich niemand in der Leitung gemeldet ich habe geschlagene zehn Minuten gewartet und ich möchte dringend eine Störung melden", strg
"also was nicht so war wie ich  mir gewünscht hätte das Gespräch war noch nicht beendet", noap
"nachdem ich meine Frage gestellt hatte und die Kollegin nachfragen wollte hat sie mich weggedrückt so das ich jetzt eine viertel Stunde umsonst gewartet hab schönen Dank", kmpt
"der Mitarbeiter war sehr pampig", kmpt
"bei einer einfachen Telefon Ummeldung wurde einfach von der Telekom der Tarif geändert und kann angeblich jetzt nicht rückgängig gemacht werden", kdsv
"ist es nicht möglich eine Abmeldung zu  machen und eine Neuanmeldung dafür soll ich schriftlich kündigen und die und jenes ich dachte das würde bei  Com besser klappen ich bin sehr enttäuscht", kdsv
"es wurde einfach aufgelegt ich hab keine Beratung erhalten", knbr
"die Anfrage wurde nicht bearbeitet und diese Befragung nervt unglaublich", knbr
"das Telefon wurde unterbrochen ohne das wir das Thema komplett beendet haben mir sind ein und zwanzig Euro sieben und dreißig unrechtmäßig abgebucht worden und  ich möchte das  wieder gut geschrieben haben", rchn
"das Telefon wurde unterbrochen ohne das wir das Thema komplett beendet haben mir sind ein und zwanzig Euro sieben und dreißig unrechtmäßig abgebucht worden und  ich möchte das  wieder gut geschrieben haben", knbr
"einer schiebt das Problem zum andern", noap
"nicht aus der Warteschleife rausgekommen ich sollte einen Moment warten aber da ist niemand mehr dran gegangen", untr
"ich wurde gar nicht erst verbunden und das jetzt schon das zweite Mal", untr
"ganz einfach wenn man morgens anruft zum dritten Mal und da wird der Hörer aufgeklatscht spricht mit mir und wird dann einfach aufgeklatscht auf Wiedersehen sagt sie das ist so ein Frechheit eine bodenlose Frechheit ich bin dabei wahrscheinlich zu wechseln danke", knbr
"ich wurde sofort zur Bewertung durchgestellt und das dauert mir alles zu lange und die Telekom ist sauschlecht im Service sauschlecht wenn ich nicht von meinem Arbeitgeber das hätte würde ich die Telekom zum Teufel jagen scheiß Service", untr
"das soll ja wohl ein Witz sein ich soll ein Gespräch beurteilen was ich überhaupt nicht geführt hab weil ich überhaupt nicht verbunden worden bin unter Service stell ich mir da was anderes vor", untr
"es hat kein Gespräch stattgefunden die Dame dort hat einfach aufgelegt", untr
"die der Service Beratung ich bin unzufrieden", noap
"das ist mittlerweile der siebte Anruf und die achte  Nummer bald die ich anrufe und keiner hat mir helfen können es ist eine so was von schlechte Organisation von der Telekom  da brauchen wir nicht  drüber sprechen", noap
"wir haben vor zwei Wochen eine Auftrags Bestätigung erwünscht wegen eines Umzugs und das ist bis heute nicht buchbar beziehungsweise immer noch nicht gebucht", kdsv
"wir haben vor zwei Wochen eine Auftrags Bestätigung erwünscht wegen eines Umzugs und das ist bis heute nicht buchbar beziehungsweise immer noch nicht gebucht", umzg
"ich bin mit einem Berater verbunden worden  und bin sofort  geschaltet worden an die Bewertung das ist kein Zustand ich möchte eine Beratung und keine Bewertung ich hab null Beratung bekommen und nur die Bewertung und die Bewertung ist dann äußerst mangelhaft ich bitte um sofortigen Rückruf", untr
"ich bin mit einem Berater verbunden worden  und bin sofort  geschaltet worden an die Bewertung das ist kein Zustand ich möchte eine Beratung und keine Bewertung ich hab null Beratung bekommen und nur die Bewertung und die Bewertung ist dann äußerst mangelhaft ich bitte um sofortigen Rückruf", noap
"ich einen anderen Tarif wollte und den haben die angeblich aktiviert aber der ist nicht aktiviert worden", kdsv
"ich einen anderen Tarif wollte und den haben die angeblich aktiviert aber der ist nicht aktiviert worden", noap
"mein Vertrag besteht jetzt mittlerweile seit fast sieben Jahren  und ich bin leider nicht dazu gekommen ein gutes Angebot für ein neues Handy zu bekommen weil meines nicht mehr funktioniert  relativ schade und wenn hab ich nur ein Angebot bekommen indem ich noch hundert Euro zahlen müsste für ein mittelmäßiges Handy also das sehe ich nicht ein", kdsv
"die Erreichbarkeit ist grottenschlecht und das eingehen auf die Kunden Wünsche ebenfalls", noap
"es hat äußerst lange gedauert bis ich einen Bearbeiter am Gerät hatte", noap
"die Beratung war einfach nicht zufrieden stellend ich kam mir  nicht für sehr voll genommen vor", noap
"es erfolgte kein Service Gespräch keine Verbindung bitte noch mal um Verbindung zum Service", untr
"die Beratung war äußerst die Beratung war inkompetent und vor allen Dingen war sie sehr unfreundlich ich habe mich präzise ausgedrückt das Gespräch wurde auch aufgezeichnet sie können das gerne abhören und mich dann gegebenenfalls zurückrufen ich ((jedenfalls) bin solche Äußerungen nicht gewohnt am Telefon auf Wiederhören", kmpt
"die Beratung war äußerst die Beratung war inkompetent und vor allen Dingen war sie sehr unfreundlich ich habe mich präzise ausgedrückt das Gespräch wurde auch aufgezeichnet sie können das gerne abhören und mich dann gegebenenfalls zurückrufen ich ((jedenfalls) bin solche Äußerungen nicht gewohnt am Telefon auf Wiederhören", noap
"ja meine Beraterin war sehr unfreundlich  hat gesagt das sie mein Problem was ich seit drei Monaten bereits habe  leitet und mir  nichts für mich tun kann und hat selbst nach Beendigung des Gespräches einfach nicht aufgelegt weil sie nicht wollte das ich das Gespräch bewerte und hat mir erklärt es gibt hier keine Bewertung ich solle doch auflegen fand ich sehr sehr unprofessionell", kmpt
"zunächst wurde ich drei Mal hin und her vermittelt und am Ende  hatte ich immer noch keine Lösung und zudem wurde am ersten siebten irgendwas umgestellt was so nicht ausgemacht war ich hab das Gefühl ihre Leute wissen untereinander nicht was sie tun", kdsv
"die Mitarbeiter waren nicht informiert", kmpt
"die Mitarbeiter waren nicht informiert", kdsv
"die Mitarbeiterin hat nur  gebrochen deutsch gesprochen war sehr schlecht zu verstehen und hat hinterher einfach aufgelegt ohne das Gespräch eigentlich für mich beendet war das finde ich frech", kmpt
"die Mitarbeiterin hat nur  gebrochen deutsch gesprochen war sehr schlecht zu verstehen und hat hinterher einfach aufgelegt ohne das Gespräch eigentlich für mich beendet war das finde ich frech", noap
"mir geredet ich habe nur die Geräusche des Call Centers wahr genommen und darüber bin ich sehr unzufrieden", untr
"die Mitarbeiter die Vorgesetzten die waren ja auf einmal in in einer Besprechung ich hab mir das Angebot angeguckt ich wollte wechseln und für neun und dreißig  fünf und neunzig und leider ist die gute Frau nicht bereit weil ich hab ein  Schreiben gekriegt für drei und vierzig Euro weil bei ihnen in der Werbung das für neun und dreißig fünf und neunzig Euro angeboten wird das ist mein Problem", kmpt
"die Mitarbeiter die Vorgesetzten die waren ja auf einmal in in einer Besprechung ich hab mir das Angebot angeguckt ich wollte wechseln und für neun und dreißig  fünf und neunzig und leider ist die gute Frau nicht bereit weil ich hab ein  Schreiben gekriegt für drei und vierzig Euro weil bei ihnen in der Werbung das für neun und dreißig fünf und neunzig Euro angeboten wird das ist mein Problem", kdsv
"das ich einfach abgewürgt wurde das finde ich ist nicht so fair gegenüber dem Kunden", knbr
"der Sprachcomputer und die lange Wartezeit bis ein Berater dran ist sonst war das andere okay danke", noap
"Techniker sind nicht gekommen", kdsv
"ich habe noch keine Verbindung ich bin immer noch in der Warteschleife jetzt reicht es mir bald Herrschafts Zeiten ist das ein scheiß Laden du ich  telefonieren das sind meine Kosten caramba", untr
"ja schönen guten Tag hier spricht die Frau  ich möchte ihnen gerne mitteilen das die Damen im Service sehr gut sind aber die Wartezeiten vorher die ganzen Abfragen die Wartezeiten von dreißig bis fünf und  vierzig Minuten zu lange sind es ist auch passiert das man dreißig Minuten wartet und dann wird gesagt und jetzt ist das Gespräch beendet so etwas ist unmöglich danke", noap
"ja schönen guten Tag hier spricht die Frau  ich möchte ihnen gerne mitteilen das die Damen im Service sehr gut sind aber die Wartezeiten vorher die ganzen Abfragen die Wartezeiten von dreißig bis fünf und  vierzig Minuten zu lange sind es ist auch passiert das man dreißig Minuten wartet und dann wird gesagt und jetzt ist das Gespräch beendet so etwas ist unmöglich danke", untr
"nicht so  ist nicht so gewünscht wie ich das vorgestellt hab", noap
"ich bin ohne Beratung sofort zur Bewertung des Gesprächs gekommen", untr
"das Gespräch  das Gespräch wurde nicht beendet und ich bin mitten im Gespräch jetzt zum dritten Mal rausgeschmissen worden", noap
"gar nichts da war alles falsch", noap
"ich wurde mit gar keinem Berater  verbunden", untr
"die Mitarbeiterin hatte glaub ich nicht die Kenntnisse über WLAN und Hotspot die nötig gewesen wären und sie hat mich am Ende des Gesprächs fünf Minuten auf stumm gestellt damit ich kniet zu diesem Bewertungs Gespräch gelangen kann das ist ärgerlich", kmpt
"die Mitarbeiterin hatte glaub ich nicht die Kenntnisse über WLAN und Hotspot die nötig gewesen wären und sie hat mich am Ende des Gesprächs fünf Minuten auf stumm gestellt damit ich kniet zu diesem Bewertungs Gespräch gelangen kann das ist ärgerlich", knbr
"und ohne Verbindung kann ich auch keine positive Bewertung abgeben ich hab immer noch ein Problem und ich möchte gehört werden", untr
"Lösung noch nicht", noap
"ich wurde nicht dahin verbunden um  behandelt zu werden wo ich hin sollte  man hat mein Gespräch einfach unterbrochen", knbr
"ich warte zehn Minuten an der Leitung und es ist gar keine Verbindung entstanden nur sie haben sich jetzt gemeldet", untr
"scheinbar nicht bearbeitet worden die Service  Kraft  demnach ist es nicht so", kdsv
"scheinbar nicht bearbeitet worden die Service  Kraft  demnach ist es nicht so", kmpt
"die die Hilfe am Telefon  Auftrag erteilt wo ich nie  gemacht habe", kdsv
"am Apparat und der Kundenberater war nicht zu sprechen", untr
"der Berater hat aufgelegt er hat keine Infos gegeben", noap
"ich habe ja noch gar keinen Gesprächs Partner gehabt den möchte ich vielleicht erst einmal haben danke", untr
"ich sollte mit einem Berater verbunden werden bin aber nie mit einem  Berater verbunden worden stattdessen gab es gleich  dieses Bewertungs Gespräch im Anschluss ich möchte jetzt endlich verbunden werden", untr
"Enttäuschung unzufrieden", noap
"der Mitarbeiter war absolut inkompetent  hat mich zehn Minuten in der Leitung warten lassen und dann bin ich rausgeflogen und in dieses Bewertungs System gekommen das ist eine ober Frechheit", kmpt
"der Mitarbeiter war absolut inkompetent  hat mich zehn Minuten in der Leitung warten lassen und dann bin ich rausgeflogen und in dieses Bewertungs System gekommen das ist eine ober Frechheit", knbr
"das Gespräch wurde ziemlich abrupt beendet und ich bin mir nicht mal sicher ob das  gebucht wurde", noap
"das Gespräch wurde ziemlich abrupt beendet und ich bin mir nicht mal sicher ob das  gebucht wurde", kdsv
"zum Beispiel diese Bewertung hätte erst nach dem Ende des Telefonats geführt werden sollen  und nicht zwischendurch eingeschaltet werden ihr Penner", noap
"war eine  es war eine sehr schlechte Beratung und sehr frech", kmpt
"ich wollte billiger telefonieren in Zukunft und da konnte mir nicht  geholfen werden das war", kdsv
"sehr  auch wenn ich es per Einschreiben mache per Fax es kommt nie bei ihnen an ich bin so froh das ich von der Telekom weg bin", kmpt
"sehr  auch wenn ich es per Einschreiben mache per Fax es kommt nie bei ihnen an ich bin so froh das ich von der Telekom weg bin", kdsv
"ich bin schlicht und ergreifend nicht beraten worden ich wurde aus der Leitung geschmissen", untr
"sehr unfreundlich und nicht hilfsbereit wegen Kunden Nummer", kmpt
"die kann natürlich nur immer sechs minus heißen vielen Dank das war natürlich ironisch gemeint nicht verdammte Telekom scheiß Bude", noap
"die kann natürlich nur immer sechs minus heißen vielen Dank das war natürlich ironisch gemeint nicht verdammte Telekom scheiß Bude", rchn
"es gibt von der Telekom her keine  man dem schreibt dann werden Sachen per Telefon beredet und dann kommt was ganz anderes hier raus ja und es kann einfach nicht sein so was", kmpt
"ja der Service ist eine Katastrophe klappt überhaupt nichts   Auftrag wurde vor drei Monaten beim  Punkt abgegeben und es ist der Tag des Umzugs und es funktioniert nichts überhaupt nichts", umzg
"es ist überhaupt kein Gespräch zustande gekommen", untr
"ja das Gespräch ist noch gar nicht beendet", knbr
"die vorgeschalteten Sprachautomaten die so bescheiden  programmiert sind dass sie noch nicht mal einen Zwischenruf oder eine anders gestellte Antwort  bearbeiten können sind für die Kunden eine Zumutung nehmen sie davon besser Abstand", noap
"kein Kundenservice  es ging überhaupt kein Kundenservice an das Gerät eben ich hab mit keinem Menschen reden können", untr
"worauf ich also auch zu diesem Service Portal gekommen bin", kmpt
"worauf ich also auch zu diesem Service Portal gekommen bin", noap
"die Auskunft war sehr unfreundlich Ende", kmpt
"das Gespräch wurde einseitig von dem Mitarbeiter jetzt gerade beendet  ich habe Informationen bekommen über Daten  die in meinen privaten Bereich gehören die offensichtlich bei der Telekom gehandelt werden die  zu helfen wissen ich weiß nicht warum der Mitarbeiter das Gespräch nicht  führt", noap
"das Gespräch wurde einseitig von dem Mitarbeiter jetzt gerade beendet  ich habe Informationen bekommen über Daten  die in meinen privaten Bereich gehören die offensichtlich bei der Telekom gehandelt werden die  zu helfen wissen ich weiß nicht warum der Mitarbeiter das Gespräch nicht  führt", knbr
"der schlecht gelaunte Kundendienst Mitarbeiter hat statt mich zur richtigen Stelle zu verbinden mich an dieses Befragungs System verbunden ich geh mal davon aus das danach Ende ist und ich wieder nicht klüger sein werde ganz schlecht schade", kmpt
"der schlecht gelaunte Kundendienst Mitarbeiter hat statt mich zur richtigen Stelle zu verbinden mich an dieses Befragungs System verbunden ich geh mal davon aus das danach Ende ist und ich wieder nicht klüger sein werde ganz schlecht schade", kmpt
"der Kundenberater hat sich in keinster Weise mit dem Problem identifiziert sondern ständig persönlich geäußert das er kein Techniker ist und keine Lösung anbieten kann er hat mir geraten wenn ich unbedingt ein Handy   phone drei  haben möchte ohne einen Nummern Tausch zu haben dann stehe es mir ja frei eins aus den USA zu cracken das war sein Angebot ich wollte bei der Legalität bleiben ein drei  Gerät zu kaufen und mein altes   phone Gerät an meine Frau  zu geben mit einem neu Vertrag er sagte das geht nicht man kann keinerlei  Möglichkeit suchen und finden und ich sei auf mein Problem allein gestellt", kmpt
"der Kundenberater hat sich in keinster Weise mit dem Problem identifiziert sondern ständig persönlich geäußert das er kein Techniker ist und keine Lösung anbieten kann er hat mir geraten wenn ich unbedingt ein Handy   phone drei  haben möchte ohne einen Nummern Tausch zu haben dann stehe es mir ja frei eins aus den USA zu cracken das war sein Angebot ich wollte bei der Legalität bleiben ein drei  Gerät zu kaufen und mein altes   phone Gerät an meine Frau  zu geben mit einem neu Vertrag er sagte das geht nicht man kann keinerlei  Möglichkeit suchen und finden und ich sei auf mein Problem allein gestellt", kdsv
"es wäre schön gewesen wenn ich einen Kundenberater zum sprechen bekommen hätte", untr
"missverstanden ich war sehr gut zufrieden mit dem Service  Berater", noap
"wurde nicht bearbeitet", noap
"es werden Angaben gemacht die nicht eingehalten werden und Rechnungen geschickt wo vorher gesagt wurde  das das kostenlos ist ich bin sehr sehr unzufrieden und werde mich beschweren", rchn
"es werden Angaben gemacht die nicht eingehalten werden und Rechnungen geschickt wo vorher gesagt wurde  das das kostenlos ist ich bin sehr sehr unzufrieden und werde mich beschweren", kmpt
"sie ziemlich alles", noap
"einer Eisenbahn Schiene", noap
"hallo als erstes war ich zwanzig Minuten in der Warteschleife dann hab ich jemanden gehabt der hat Zwischenfragen stellen müsse und danach  wieder fünf Minuten Warteschleife und dann Stunde damit kann man nicht zufrieden sein kommt die automatische Frage", noap
"unfreundliche Kundenberater", noap
"unfreundliche Kundenberater", kmpt
"die  Tante die am Apparat war die war so unfreundlich und hat  hat von selbst aufgelegt", kmpt
"die  Tante die am Apparat war die war so unfreundlich und hat  hat von selbst aufgelegt", noap
"warum hat der Berater einfach aufgelegt er hatte  wahrscheinlich keine Lust mit mir zu reden danke", noap
"gerichtet man kriegt immer nur Versprechungen und nichts man muss zwar zahlen aber sonst nichts", noap
"ich hätte eigentlich eine Auskunft nach einer Woche  von der Telekom erwartet", noap
"ich warte seit dem neunzehnten sechsten auf eine Techniker zur Reparatur meines DSL Anschlusses ich werde mich jetzt anwaltlich mit ihnen beschäftige vielen Dank", strg
"ich warte seit dem neunzehnten sechsten auf eine Techniker zur Reparatur meines DSL Anschlusses ich werde mich jetzt anwaltlich mit ihnen beschäftige vielen Dank", kdsv
"das ich fast eine halbe Stunde warten musste ehe ich überhaupt einen Mitarbeiter erreicht habe", noap
"der Anruf ist  genau so wie das mir die Mitarbeiterinnen zuvor das mitgeteilt haben nur gesagt  das sie an dem Problem von der Stelle aus nichts ändern könne außer wieder eine Notiz  zu reichen offensichtlich scheint ein großer Fehler im System Telekom zu herrschen vielleicht könnten sie mich mal zurückrufen unter der Nummer null  zwei drei vier drei sechs eins acht eins zwei null mein Name ist", kmpt
"der Anruf ist  genau so wie das mir die Mitarbeiterinnen zuvor das mitgeteilt haben nur gesagt  das sie an dem Problem von der Stelle aus nichts ändern könne außer wieder eine Notiz  zu reichen offensichtlich scheint ein großer Fehler im System Telekom zu herrschen vielleicht könnten sie mich mal zurückrufen unter der Nummer null  zwei drei vier drei sechs eins acht eins zwei null mein Name ist", rchn
"seit letzter Woche Freitag das  ich auch erwarten das eine einigermaßen zufrieden stellende Leistung erfolgt", kdsv
"ich finde die  der Herr der mich dann  endgültig gesprochen  der war auch eine Zumutung  und ich find  auch nicht gut das ich mich nicht nur über meine Telefonnummer identifizieren kann sondern die Kunden Nummer parat haben muss das hätten sie mir auch mit ihrem Sprachcomputer sagen können ganz am Anfang bevor ich die Kosten für dieses Telefonat ausgebe", kmpt
"ich hab gar einen Service erhalten ich hab meine Frage gestellt und danach bin ich aus der Leitung geschmissen worden und hatte da nur den diesen Frage Bogen zur Verfügung  werd dann wohl jetzt gleich noch mal anrufen müssen", noap
"und bin rausgeworfen worden das war es jetzt muss ich noch mal anrufen", knbr
"ich habe gar nicht erst einen Berater an das Telefon bekommen ich hätte eigentlich gern erst mal ein Gespräch gehabt", untr
"erst einmal fünf Minuten in einer Warteschleife mit beschissener Musik  und dann wird man einfach weggedrückt mein Problem konnte leider nicht bearbeitet werden danke schön", untr
"er hat mich beleidigt und er ist ein Arsch gefickter Hurensohn seine Mutter sieht aus wie so ein", noap
"na ja erst mal das man überhaupt auf die Beschwerde eingeht zweitens das man mir überhaupt zuhört anstatt  aufzulegen das wär schon Mal eine Steigerung das man zuhört", knbr
"die angebotene Flatrate wurde mir angeboten  mit der Information das ich keinen  Call and surf Paket da in meinen Computer eingeben muss aber jetzt bekomm ich doch eins zugeschickt und  ich habe so was schon mal zurück gehen lassen und widerrufen weil das nicht klappte und  ja ich möchte jetzt wissen ob ich das eingeben muss oder ob ich bei    bleiben kann und kein Mensch gibt mir eine Antwort", kdsv
"die angebotene Flatrate wurde mir angeboten  mit der Information das ich keinen  Call and surf Paket da in meinen Computer eingeben muss aber jetzt bekomm ich doch eins zugeschickt und  ich habe so was schon mal zurück gehen lassen und widerrufen weil das nicht klappte und  ja ich möchte jetzt wissen ob ich das eingeben muss oder ob ich bei    bleiben kann und kein Mensch gibt mir eine Antwort", kmpt
"nicht kompetent und auch nicht  verbunden zur Hilfe", kmpt
"nicht kompetent und auch nicht  verbunden zur Hilfe", knbr
"Hilfsbereitschaft Kompetenz", kmpt
"wollte mir jetzt eben noch was sagen da haben sie mich rausgeschmissen damit war das Service Gespräch beendet", noap
"man hat mir mir einen Termin vereinbart der nicht eingehalten wird und jetzt denke ich das ich aus der Leitung geschmissen wurde", kdsv
"man hat mir mir einen Termin vereinbart der nicht eingehalten wird und jetzt denke ich das ich aus der Leitung geschmissen wurde", knbr
"erstens die lange Wartezeit und zweitens wieder mal rausgeflogen obwohl man mich  verbinden wollte", noap
"erstens die lange Wartezeit und zweitens wieder mal rausgeflogen obwohl man mich  verbinden wollte", knbr
"der Kundenberater war unfreundlich  hat sich lustig gemacht über mich und  war nicht kompetent meiner Meinung nach", kmpt
"Chef ich wollte mit dem Chef verbunden werden  das ist hat nicht stattgefunden ich hab jetzt gewartet fünf Minuten in der Warteschleife oder auch zehn hab meinen Schreibtisch dabei aufgeräumt das war sie konnte mir nämlich eine Frage nicht beantworten deswegen wollte ich  verbunden werden", knbr
"man spricht nicht direkt mit einem Berater sondern wird erst ständig in irgendwelche Warteschleifen umgeleitet und das ist unmöglich", knbr
"hatte einen  Anschluss telefonisch in Auftrag gegeben und hab nachgefragt wann der jetzt hergestellt  wird und das konnte mir niemand  notiert", kdsv
"hatte einen  Anschluss telefonisch in Auftrag gegeben und hab nachgefragt wann der jetzt hergestellt  wird und das konnte mir niemand  notiert", kmpt
"ihre Mitarbeiterin hat sich geweigert unsere Störung entgegen zu nehmen und einfach aufgelegt und das Gespräch beendet das ist unzumutbar wir sind schließlich Kunden und zahlen dafür Geld solche Mitarbeiter könnte man abmahnen beziehungsweise entlassen es gibt genug Arbeitslose in diesem Land vielen Dank", strg
"ihre Mitarbeiterin hat sich geweigert unsere Störung entgegen zu nehmen und einfach aufgelegt und das Gespräch beendet das ist unzumutbar wir sind schließlich Kunden und zahlen dafür Geld solche Mitarbeiter könnte man abmahnen beziehungsweise entlassen es gibt genug Arbeitslose in diesem Land vielen Dank", noap
"wenn ihr einen zehn Minuten in der Warteschleife hängen lasst ja und wollt dann noch eine Bewertung haben  für eure scheiß Service Techniker dann  würd ich mir mal Gedanken mache endlich mehr Leute einzustellen für ans Telefon zu setzen das ist meine Bewertung dazu", noap
"wenn ihr einen zehn Minuten in der Warteschleife hängen lasst ja und wollt dann noch eine Bewertung haben  für eure scheiß Service Techniker dann  würd ich mir mal Gedanken mache endlich mehr Leute einzustellen für ans Telefon zu setzen das ist meine Bewertung dazu", untr
"mir wurde bei der Störung nicht geholfen", strg
"wenn ich eine Störung für einen dritten melde  muss ich mich nicht mit dessen Kunden Nummer autorisieren müssen  letztendlich melde ich die Störung für diesen Kunden weil dieser keinen Anschluss momentan hat deswegen ist diese Abfrage absolut überflüssig", strg
"der", kmpt
"mich mit irgendwelchen Computer Stimmen zu unterhalten und dann nicht verbunden zu werden", untr
"das Gespräch wurde zu schnell beendet", noap
"nicht kompetenter Ansprechpartner der meiner Meinung nach  nicht weiß wovon ich spreche es geht speziell um  elektronische Signatur und dann wurde das Gespräch abrupt ohne Ankündigung einfach beendet", kmpt
"nicht kompetenter Ansprechpartner der meiner Meinung nach  nicht weiß wovon ich spreche es geht speziell um  elektronische Signatur und dann wurde das Gespräch abrupt ohne Ankündigung einfach beendet", noap
"die Beratung und es wurde einfach aufgelegt das Gespräch war einfach weg und das finde ich unerhört", noap
"Sachbearbeiterin hat sich des Problems nicht angenommen und darauf hingewiesen das man das Problem selbst lösen kann", kmpt
"die Freundlichkeit des Mitarbeiters  er glaubt ich bin ein bisschen bescheuert ja das hat er mir so so nach dem nach dem Motto so halb Wort wörtlich zu verstehen gegeben ja obwohl ich mich über eine ganz andere Geschichte im Prinzip geäußert habe also fachlich komplett daneben und frech dazu also war auch der schlechteste den ich bis jetzt bei der Telekom gehabt hab", kmpt
"das Gespräch wurde einfach beendet ohne das ich eine Auskunft bekommen hab es wurde einfach aufgelegt und das schon wieder", knbr
"ich wurde nicht verbunden mit dem Kundenberater daher unzufrieden", untr
"abgebrochen ich habe keine Auskunft erhalten das Gespräch ist vorzeitig abgebrochen danke", knbr
"ich muss ein Telefonat führen für einen Auftrag den ich nicht ausgeführt habe  den mir die Telekom aufgezwungen hat und ich muss dafür arbeiten auch wenn dieser Anruf für mich kostenfrei ist es ist aber meine Freizeit", kdsv
"Beratung", noap
"die ganze Auskunft war nicht so wie ich sie gewünscht hab da einem einfach wenn man zum ersten siebten den Anschluss gekündigt hat dieser schon am fünfzehnten sechsten abgeklemmt wird", kdsv
"zur Störungs Stelle wollte nicht hergestellt werden Berater sehr unfreundlich", kmpt
"zur Störungs Stelle wollte nicht hergestellt werden Berater sehr unfreundlich", strg
"also ich hab die Störung um  zehn Uhr vierzehn gemeldet gestern und dann wird mir gesagt das   zwischen vierzehn und achtzehn Uhr wird das angeschaut  sonst hab ich  Verluste und die werde ich der Telekom in Rechnung stellen danke", strg
"also ich hab die Störung um  zehn Uhr vierzehn gemeldet gestern und dann wird mir gesagt das   zwischen vierzehn und achtzehn Uhr wird das angeschaut  sonst hab ich  Verluste und die werde ich der Telekom in Rechnung stellen danke", kmpt
"Unzufriedenheit besteht darin das ein gewisser Christian  der bei ihnen Kundenberater ist und dann nicht in der Lage ist mich  zur richtigen Stelle zu verbinden wo ich mittlerweile seit einer Stunde am Telefon hänge und von einer Warteschleife in die nächste geschickt werde danke", kmpt
"Unzufriedenheit besteht darin das ein gewisser Christian  der bei ihnen Kundenberater ist und dann nicht in der Lage ist mich  zur richtigen Stelle zu verbinden wo ich mittlerweile seit einer Stunde am Telefon hänge und von einer Warteschleife in die nächste geschickt werde danke", noap
"ja die Dame sagte ich sollte eine Antwort bekommen hat mir dann Musik vorgespielt und anstatt eine Antwort zu bekommen bin ich dann hier direkt zu diesem Menü gekommen wo ich jetzt das ganze bewerten soll na ja klar wie das Ergebnis dann ausfällt danke für die tolle Beratung", kmpt
"bei der Beschwerde Abteilung sind Leute dabei die einen einfach aus der Leitung klicken erstens zweitens stehen ständig irgendwelche Positionen in der Rechnung wo man nicht  beantragt hat drittens die Hotline ist  zu lahm und und taub und  da reichen die sechzig Sekunden nicht  um das alles noch zu erläutern", noap
