@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,untr,noap}
@data
"ist ja ein Skandal es geht um meine Telefon Rechnung und nicht irgend was anderes ich bin total enttäuscht und muss mir da irgendwas ausdenken", kdsv
"also die Mitarbeiterin war sehr freundlich hat mir auch  in der Sache geholfen und es war alles  okay ich bin sehr zufrieden mit dem Service danke", noap
"aber mit der Beratung war ich äußerst zufrieden", kdsv
"der Kontakt eben war äußerst nett und auch  sehr informativ das einzige was ich bemängeln muss ist dass die Wartezeiten in der Warteschleife viel zu lang sind weil ich habe über dreizehn Minuten in der Warteschleife gehangen  und das find ich effektiv zu lang", kmpt
"also ich war zufrieden mit dem ganzen Gespräch und alles da kann ich sagen war ich zufrieden", noap
"sehr freundlicher Mitarbeiter der Herr", noap
"ich bin einfach auf die  Bewertungsfrage ohne sozusagen einen Ansprechpartner zur Verfügung gestellt zu bekommen zu haben direkt  am Ende der Warteschlange hier ran gekommen  weil ich warte ja schon fünf Monate auf mein Entertain Anschluss", knbr
"ich bin einfach auf die  Bewertungsfrage ohne sozusagen einen Ansprechpartner zur Verfügung gestellt zu bekommen zu haben direkt  am Ende der Warteschlange hier ran gekommen  weil ich warte ja schon fünf Monate auf mein Entertain Anschluss", kdsv
"ich wurde gerade durch die Mitarbeiter Ihrer Service Firma aus der Leitung geworfen und es sprang sofort die Bewertung dieses Gesprächs an ich konnte mein Problem also nicht lösen", untr
"machen Sie mal", noap
"sehr hilfsbereit und kompetent vielen Dank", noap
"wenn sich jemand  schwer verletzt hat und nicht hoch laufen kann in den zweiten Stock und um seine Akten einzusehen also da wird einfach gesagt tut uns leid rufen Sie in fünf Wochen noch mal an wenn Sie wieder laufen können das ist kein Service das ist einfach eine Sauerei", kmpt
"äußerst zufrieden", noap
"also ich fand die Dame die mich beraten hat freundlich kompetent geduldig und war wirklich zufrieden", noap
"die Mitarbeiter sind sehr freundlich  und ich kann also nicht nicht meckern ich muss also sagen bin eigentlich  überrascht dass es so gut ist", noap
"Ihr Mitarbeiter der mich gerade beraten hat der war äußerst fähig und sehr nett dazu und ich möchte mich bedanken dass das alles so gut geklappt hat danke schön", noap
"war sehr zuvorkommend sehr freundlich und hat  zugesagt eine Kopie sofort an uns heraus zu schicken", kdsv
"haben Sie das aufgenommen ja", noap
"ich war mit  der Auskunft und  mit der Beratung sehr zufrieden", noap
"die Dame war sehr freundlich und kompetent bin rund rum zufrieden danke schön", noap
"ja der Service war sehr gut war sehr freundlich bin ich zufrieden", noap
"ja mein Name ist   ich wollt die Bewertung abgeben also ich war  äußerst zufrieden war wirklich sehr gut ich hab das auch schon anders erlebt aber  diesmal wurde mir sehr gut geholfen der  Servicemitarbeiter war kompetent und  der Anschlusstermin wurde sogar von dem siebten auf den fünften vorgezogen also alles in allem super", kmpt
"ja mein Name ist   ich wollt die Bewertung abgeben also ich war  äußerst zufrieden war wirklich sehr gut ich hab das auch schon anders erlebt aber  diesmal wurde mir sehr gut geholfen der  Servicemitarbeiter war kompetent und  der Anschlusstermin wurde sogar von dem siebten auf den fünften vorgezogen also alles in allem super", kdsv
"ich habe mein Gespräch hier nicht beendet sondern die Kollegin hat aufgelegt", untr
"und  ja das ist also das was mir absolut missfällt", kmpt
"also ich war mit der Beratung von der Frau", kmpt
"ich bin äußerst zufrieden mehr kann ich nicht sagen sehr sehr zufrieden", noap
"diese Service Person braucht überhaupt nicht gleich aufzulegen bloß weil man mit ihnen was redet danke schön ich bin stinksauer", untr
"diese Service Person braucht überhaupt nicht gleich aufzulegen bloß weil man mit ihnen was redet danke schön ich bin stinksauer", kmpt
"ich habe mit zwei Beratern gesprochen beide waren äußerst freundlich äußerst kompetent  mich auf einen neuen Tarif umgestellt ich bin wirklich zufrieden ich wollte andere Anbieter hätten einen ähnlichen Kundenservice wie Sie", kdsv
"ich war in der Warteschleife haben keinen gesprochen und dann sollt ich das Gespräch bewerten das fällt mir etwas schwer", knbr
"ja ich denke der    auch zuhören und  sich dann um die richtigen Lösungen bemühen Ende", noap
"so als erstes kriegt man von Euch Zeug angeboten das Ihr nicht einhalten könnt dann hat man Beratergespräche wo man plötzlich mit Service unterbrochen wir und das finde ich eine Frechheit eine Unverschämtheit  da ich ein sehr guter Kunde bin und das schon seit fünf und zwanzig Jahren ja aber was da im Moment da los ist das kann nicht sein", kmpt
"so als erstes kriegt man von Euch Zeug angeboten das Ihr nicht einhalten könnt dann hat man Beratergespräche wo man plötzlich mit Service unterbrochen wir und das finde ich eine Frechheit eine Unverschämtheit  da ich ein sehr guter Kunde bin und das schon seit fünf und zwanzig Jahren ja aber was da im Moment da los ist das kann nicht sein", untr
"ja ich war mit der Beratung sehr zufrieden und hat mir sehr gut  geholfen", noap
"äußerst zufrieden", noap
"sehr zufrieden", noap
"mit einem Anliegen bei Ihnen anzurufen ist  kann man sich auch sparen weil es wird überhaupt nicht gelöst", kmpt
"ich hatte leider zwar meine Kundennummer nicht dabei hätte aber über andere Daten ein Problem klären können und die Kollegin war nicht bereit mir ihren Namen noch mal zu nennen sie hat mich einfach weggedrückt danke Telekom", kmpt
"ich hatte leider zwar meine Kundennummer nicht dabei hätte aber über andere Daten ein Problem klären können und die Kollegin war nicht bereit mir ihren Namen noch mal zu nennen sie hat mich einfach weggedrückt danke Telekom", untr
"ja ich fand den Einstieg  etwas dumm weil  die Automatik  den besonderen Wunsch Sim unlock für iPhone nicht verstand das dauerte und war etwas ärgerlich und  hat das insgesamt etwas gedauert aber die Dame war freundlich und ich war deshalb auch nicht unzufrieden das war schon", kdsv
"ich war mit dem Telefonat sehr zufrieden was ich vor allen Dingen sehr gut fand dass ich nicht ewig in der Warteschleife gehangen habe sondern dass ich relativ direkt durchgestellt wurde  in alles in allem war ich sehr zufrieden", noap
"die Kundenberatung war klasse", noap
"ich könnt mich tierisch aufregen die Frau hat mich einfach weg gedrückt die war sehr unfreundlich zu mir  und sie hat mich überhaupt nicht meinen Fall nicht richtig bearbeitet ich möchte wissen wo so was inkompetentes überhaupt gibt", untr
"ich könnt mich tierisch aufregen die Frau hat mich einfach weg gedrückt die war sehr unfreundlich zu mir  und sie hat mich überhaupt nicht meinen Fall nicht richtig bearbeitet ich möchte wissen wo so was inkompetentes überhaupt gibt", kmpt
"und  hatte auch eine Viertelstunde vorher ein Gespräch auf das ich mich auf das wir uns beziehen konnten nicht ich bin mit dem Service alles in allem sehr zufrieden", noap
"sprechen hören aber mit mir hat niemand gesprochen", knbr
"in Ihrem System sind Falschaussagen hinterlegt Kundengesprächen was mir Verdruss und Ärger bereitet und ich überlege ernsthaft den Vertag mit der Telekom zu kündigen", kmpt
"ich bin gerade unterbrochen worden ich hab mein Gespräch noch gar nicht beendet", untr
"ich war sehr zufrieden mit der mit dem Gespräch von Ihrer Kollegin", noap
"ich war mit diesem Anruf mit dem Gespräch des Kollegen sehr zufrieden der Kollege hat mir sehr geholfen und es ging sehr zügig dafür möcht ich mich herzlich bedanken Ende zu diesem Thema", noap
"ich möchte mich zum ersten Mal ganz herzlich für eine kompetente und unkomplizierte Beratung bedanken es ist eine schnelle Verbindung zustande gekommen es war also eine sehr sehr höfliche und sehr  zuvorkommende Dame mit der ich gesprochen habe die also das Problem auch aufgenommen hat und mir die Lösung  gegeben hat das war erstmalig dass ich also so in den letzten Zeiten bei der Telekom bedient wurde und dafür bedanke ich mich ganz herzlich", noap
"ja mein Problem ich hab jetzt schon das vierte Mal angerufen ich werd immer in der Schleife  gereicht jeder fragt freundlich was kann ich für Sie tun schlussendlich kommt nichts raus dabei ich bin hier in einem geschäftlichen  Verfahren hier mit USA und brauch dringlich meine Email und die Umstellung die funktioniert einfach nicht  zeitgemäß", kmpt
"ja mein Problem ich hab jetzt schon das vierte Mal angerufen ich werd immer in der Schleife  gereicht jeder fragt freundlich was kann ich für Sie tun schlussendlich kommt nichts raus dabei ich bin hier in einem geschäftlichen  Verfahren hier mit USA und brauch dringlich meine Email und die Umstellung die funktioniert einfach nicht  zeitgemäß", kdsv
"das Gespräch war sehr in Ordnung", noap
"war sehr freundlich sehr kompetent  mein Anliegen wurde zügig bearbeitet und ich hoffe dass es dann auch so funktioniert", noap
"Kartei erstmal  angucken muss und dann fliege ich aus dem System das kann wohl nicht wahr sein absoluter Saftladen ich bin super unzufrieden und es macht echt keinen Spaß bei der Telekom anzurufen der letzte Laden", kmpt
"und deshalb bin ich total unzufrieden es sollte bei mir umgeschaltet werden es wird nicht gemacht es wird noch nicht mal eine Antwort gegeben", kdsv
"das heißt die Leitung war auf einmal tot es war überhaupt keinen  keine Kommunikation möglich", knbr
"sehr kompetent man weiß was er tut und auf jede Frage eine Antwort die richtig war", noap
"ich wurde umfassend beraten und bin mit den", noap
"es war kein Berater an der Strippe und es wurde einfach aufgelegt", knbr
"Ende der Durchsage", noap
"ja  sehr informativ  und initiativ einfach eine schöne Beratung und  sehr aufmerksam", noap
"ja", noap
"Gerät noch benötigen und jetzt warte ich schon lange damit ich  verbunden werde die Warteschleifen sind so lange", knbr
"Gerät noch benötigen und jetzt warte ich schon lange damit ich  verbunden werde die Warteschleifen sind so lange", kdsv
"ich hab so eben mit dem Herrn  aus Erfurt telefoniert und er konnte mir sehr helfen er war freundlich und kompetent das ist an sich alles", noap
"ich wurde  verbunden und  jemand hob ab und dann ist direkt  die Bewertung gekommen", knbr
"und damit bin ich gar nicht einverstanden denn ich bin der Meinung wenn sie alle dann sollten sie die auch die langjährigen Kunden  auch damit   rein nehmen in diese Leistung danke schön", kdsv
"ich war sehr zufrieden die Dame war sehr nett und freundlich", noap
"der Mitarbeiter war sehr unfreundlich", kmpt
"das Telefon funktioniert nicht mehr", kdsv
"das Gespräch war für mich sehr hilfreich der Mitarbeiter hat mich gut beraten  alle meine Fragen konnten geklärt werden", noap
"war alles nichts Menschens Kinders", noap
"der Mitarbeiter war sehr freundlich und hat mich sehr zuvorkommen  bedient  meine Frage wurde beantwortet und ich bin äußerst zufrieden", noap
"ich hab jetzt eine halbe Stunde aufs Gespräch gewartet und in nicht verbunden worden es ist eine Schweinerei", knbr
"ich hab jetzt eine halbe Stunde aufs Gespräch gewartet und in nicht verbunden worden es ist eine Schweinerei", kmpt
"ja ich bin sehr unzufrieden mit dem  Prozess einzuhalten aber das  Service Verhalten der T-Mobile ist in diesem Falle äußerst unbefriedigend", kdsv
"ich möchte einfach nur vernünftig informiert werden und wissen wie so etwas zustande kommt mehr nicht", kdsv
"also ich bin mehr als unzufrieden seit sechs Monaten haben Sie meine Zugangsdaten und wollen sie mir nicht geben und seit sechs Monaten zahle ich Internet umsonst also ich find Euch wirklich unverschämt mittlerweile", kdsv
"die Kollegin war sehr bemüht um mein Problem", kdsv
"also ich wünschte das wär  immer so  ich hab noch nicht so viel Erfahrung mit Telekom aber ich hab noch  neunzig Euro als Zweitkarte oder Drittkarte wie man das nennt ich hoffe das ist genauso ehrlich gesagt wie gemeint wie die mir das erklärt haben wenn das immer so wäre wär ich sehr zufrieden danke", kdsv
"und das heutige Gespräch war sowieso okay", kdsv
"ja ich war sehr zufrieden mit der Auskunft", noap
"ich will meinen Kontostand haben vom Handy", kdsv
"ich war sehr zufrieden mit dem Mitarbeiter", noap
"die Betreuung war freundlich kompetent und  konnte alle meine Fragen zu meiner  besten und vollsten Zufriedenheit erfüllen", noap
"was ist denn das das ist unser gesamter Anschluss das kann anschließen nur das braucht man nur anschließen", kdsv
"einer anonymen Person  sprechen würde", noap
"die junge Dame am Telefon war sehr nett sehr zuvorkommen konnte aber auch leider die die  Wünsche und Bedürfnisse die ich hatte halt eben nicht so erfüllen  das ist mir ziemlich ziemlich unflexibel ich hab mich auch bisschen drüber geärgert dass die Telekom nicht in der Lage war mich rechtzeitig", kdsv
"jetzt einfach", noap
"ja guten Tag   es geht um dieses Thema Kundenlegitimation  es ist wirklich äußerst kundenunfreundlich immer diese Legitimation mit der Sim Kartennummer beziehungsweise eben auch der Kunden Kontonummer die man natürlich wenn man viel unterwegs ist nicht dabei hat und man ja auch nicht die Sim Karte ziehen kann um sich zu legitimieren da ist das Gespräch ja weg also es gäbe ja wirklich andere Möglichkeiten das ist nachhaltig  führt jedes Mal wirklich ja  zu dem Gefühl dass man denkt mein Gott warum ändern die das nicht mal das vielleicht mal als Hinweis", kdsv
"Service Beratung ist  zufrieden stellend nur die Ausführung der Technik  ist äußerst bescheiden geworden denn ich habe Störungen seit einer Woche die nicht behoben werden können", kdsv
"der Service war unzureichend wir haben seit Freitag Nachmittag keinen Telefonanschluss mehr und die Serviceleute kümmern sich erst heute Nachmittag rum und das geht nicht danke", kdsv
"mir kam es so vor wie wenn der Berater nicht wirklich Lust hätte mit jemandem zu telefonieren", kmpt
"ja ein super Service das Gespräch wurde einfach unterbrochen und Sie sind mit Ihren Kontrollmeldungen drauf gegangen", untr
"ich bin sehr zufrieden ich bin sehr zufrieden mit  mit den Mitarbeitern die  bei Ihnen arbeiten und  ich muss eigentlich sagen dass ich also egal was ich für ein Problem habe sehr gut immer beraten werde und von allen Dingen was mir ganz wichtig ist  die Mitarbeiterinnen und Mitarbeiter Ihres Hauses sind immer sehr zuvorkommend und  man fühlt sich dann auch wohl dass man  auch verstanden wird was man  auf dem Herzen hat und das ist mir sehr wichtig", noap
"ich habe ein Problem mit einem Internet Anschluss  und die Kollegin hat  mir nicht geholfen sondern mich stattdessen einfach verbunden beziehungsweise auf diese Serviceleitung verbunden und jetzt  hab ich überhaupt keinen Ansprechpartner mehr", kdsv
"mir wurde  mit der letzten  Rechnung  ein Techniker von Ihrer Seite das die Installation erfolgte bereits durch einen  im August", kdsv
"mir wurde  mit der letzten  Rechnung  ein Techniker von Ihrer Seite das die Installation erfolgte bereits durch einen  im August", kdsv
"man muss Stunden mit Euch am Telefon verbringen und hat trotzdem kein zufrieden stellendes Ergebnis", kmpt
"ja ich war sehr zufrieden es dauert nur viel zu lange bis man letztlich vermittelt wird  an eine Person", kmpt
"ein sehr kompetenter Mitarbeiter höflich hat mir  geholfen", noap
"ich bin überhaupt nicht  verbunden worden ich konnte nicht sprechen mit jemandem  das ist doch kein kein Kundenverhalten was sie da machen", knbr
"ich bezahl in Zukunft weniger aber dieses wird erst angeblich Ende Dezember  berücksichtig das ist unmöglich", kdsv
"ich bin mit der Auskunft unzufrieden das ist mir alles hier zu bürokratisch  und dauert mir zu lange und ist nicht kundenorientiert vom System nicht vom Mitarbeiter her", kmpt
"es wär sinnvoll wenn man anruft dass man vielleicht schon mal einen Überblick über seine mögliche Rechnung erhalten kann", kdsv
"der Berater war sehr kompetent und hilfsbereit  kann man nur loben danke", noap
"die Dame hat nachdem ich ruhig mein Anliegen vorgetragen habe einfach aufgelegt  und ich war ziemlich fassungslos darüber und so was mag ich überhaupt nicht kann ich auch nicht verstehen weil so wird einem nicht geholfen als Kunde", untr
"die Dame war sehr zuvorkommen und hatte unheimlich viel Geduld mit mir obwohl ich manches wirklich nicht wusste danke schön", noap
"die Kundenberaterin die war sehr freundlich sehr entgegenkommend ich würd sie jedem  empfehlen", noap
"ich find es total scheiße dass mir nicht geholfen wurde Punkt", noap
"ja ich bin sehr zufrieden mit diesem Gespräch mit Ihrem Mitarbeiter", noap
"wiederholen bitte", noap
"Mitarbeiter der sehr freundlich war bedanke mich vielmals Wiederhören", noap
"mit der Telekom bin ich seit vierzig Jahren zufrieden", noap
"Betreuer gesprochen also ich bin nicht zufrieden", knbr
"diesem Anruf war ich sehr zufrieden mit dem Anruf zuvor überhaupt gar nicht da bin ich abgewimmelt worden  bei diesem Gespräch jetzt eben bin ich so behandelt worden wie ich es gerne hätte", kmpt
"ich war äußerst zufrieden weil sie mir auch eine andere Lösung meines Problems gesagt hat und sie war sehr freundlich und  ich bin sehr zufrieden gewesen mit ihr", noap
"hallo ich hatte eine Frage zur Rechnung und die ist mir zu", kdsv
"war sehr zufrieden mit dem Gespräch die ich mit der", noap
"das Gespräch war noch nicht beendet ich warte immer noch auf die Antwort des Kundenberaters", untr
"ich bin sehr zufrieden mit dem  mit den Auskünften und der  Zusage dass morgen jemand schon kommt", noap
"es hat mich geärgert weil letzten Freitag  eine Änderung beziehungsweise eine Reparatur vorgesehen war und die nicht stattgefunden hat", kdsv
"stopp", kdsv
"zufrieden zufrieden", noap
"das Gespräch war noch nicht beendet ich sollte verbunden werden", knbr
"es war eine freundliche Mitarbeiterin aber das Ergebnis ist  unerfreulich", noap
"sehr zufrieden", noap
"bis der Service an den Apparat kam hat es zehn Minuten gedauert das ist nicht sehr kurz", kmpt
"die Beratung war sehr gut", noap
"die Anschlüsse  obwohl ja wie gesagt mein Vater verstorben ist meine Mutter im Krankenhaus und die Wohnungen leer stehen und  Hintergrund passiert nicht einverstanden nicht zufrieden aber die Dame am Telefon die war sehr nett und hat das so weit gemacht wie sie konnte", kdsv
"ja ich war sehr zufrieden  dementsprechend auch gut beraten", noap
"Sie haben mir den Anschluss gesperrt weil drei Rechnungen offen sind das habe ich am Freitag überwiesen offen waren zwei hundert neun und dreißig drei und achtzig das hab ich ich habe zwei hundert Euro am Freitag  Bank online überwiesen hab ich gerade mit der Frau gesprochen  wann der Anschluss weil wir selbstständig  und ich bin echt enttäuscht von der Telekom weil wir das Internet brauchen und ohne Internet kann mein Mann nicht arbeiten", kdsv
"Sie haben mir den Anschluss gesperrt weil drei Rechnungen offen sind das habe ich am Freitag überwiesen offen waren zwei hundert neun und dreißig drei und achtzig das hab ich ich habe zwei hundert Euro am Freitag  Bank online überwiesen hab ich gerade mit der Frau gesprochen  wann der Anschluss weil wir selbstständig  und ich bin echt enttäuscht von der Telekom weil wir das Internet brauchen und ohne Internet kann mein Mann nicht arbeiten", kdsv
"ich war zufrieden", noap
"das Gespräch ist einfach beendet worden ohne das ich mit einem Techniker sprechen konnte", knbr
"der Anruf hat gar nicht stattgefunden weil das Gespräch gar nicht erst angenommen wurde", knbr
"ich habe überhaupt keine Verbindung mit einem Kundenberater bekommen  warte auf ein  auf ein  Beratungsgespräch", knbr
"die Kollegin war zuvorkommend und hat mich wunderbar beraten", noap
"mehrfach mit Hotlines gesprochen alle Kollegen die ich erreicht habe hatten immer die Möglichkeit über meine Telefonnummer", kdsv
"ich hab des Öfteren  schon diese Nummer  gesucht habe und hab sie immer sehr gut gefunden danke", noap
"zu lange Wartezeiten ich habe jetzt achtzehn Minuten gewartet bis ich eine Verbindung bekommen hab", kmpt
"war einwandfrei gewesen  keine Probleme gegeben  und der Mitarbeiter hat alles lösen können was zum lösen war also kann man schon sagen den kann man schon behalten das ist okay danke", noap
"ich habe keine Beanstandungen zu dem  danke und Ende", noap
"ich habe am neunten März zwo tausend neun einen Antrag gestellt auf  Umstellung des Anschlusses von der Versatel zur Telekom  ja das war eigentlich", kdsv
"gesagt  prepaid wär was für Sozialhilfe Empfänger die zu blöd sind zu zahlen auf deutsch gesagt also ich bin mit Ihnen äußerst unzufrieden", knbr
"gesagt  prepaid wär was für Sozialhilfe Empfänger die zu blöd sind zu zahlen auf deutsch gesagt also ich bin mit Ihnen äußerst unzufrieden", kdsv
"ich hoffe dass das bald besser wird und ich endlich mal wieder telefonieren kann von zu Hause", kdsv
"geduldig mit mir war und  mich nicht ausgelacht hat ja das war auch schon", kmpt
"sehr zufrieden", noap
"hab dann wieder angerufen und diesen Termin storniert es wurde alles sehr sehr ordentlich und unkompliziert geregelt vielen Dank", kdsv
"hab dann wieder angerufen und diesen Termin storniert es wurde alles sehr sehr ordentlich und unkompliziert geregelt vielen Dank", kdsv
"also das Gespräch war sehr aufschlussreich alle meine Fragen sind beantwortet worden und Ihr Mitarbeiter war sehr kompetent", noap
"das Fachgespräch oder die Fachberatung von Ihren Mitarbeitern war gut aber das Ergebnis  dass in so einem Konzern wie die T-Mobile so gravierende Fehler öfters auf  treten das kann nicht  einverstanden sein oder das kann man normalerweise nicht voll  nachvollziehen das dürfte normalerweise nicht passieren", noap
"die Dame war sehr freundlich  hat man selten", noap
"das Telefonat mit Ihrem Servicemitarbeiter oder Servicemitarbeiterin ist eine totale Katastrophe und eine Riesenunverschämtheit  die hat mich jetzt einfach  geschaltet ohne mit ihr  sprechen zu können", untr
"sehr sehr zufrieden sie hat sich bemüht konnte mich aber nicht durchstellen hat zwo dreimal versucht also so einen Service den hätte ich mir vor einem Jahr bei der deutschen Telekom gewünscht okay das war", noap
"mein Anliegen wurde sehr freundlich  schnell gelöst und es war ein sehr angenehmes Gespräch vielen Dank", noap
"tja wenn alle mal so freundlich wären wie die nette junge Dame die mich da gerade beraten hat dann wären wir ja mit allem zufrieden also die Beratung war sehr gut", noap
"ich war mit der Beratung sehr sehr zufrieden was früher nicht so war", noap
"ja der Anruf war super da das will ich nicht kritisieren was ich aber kritisieren muss unbedingt ist dass jedes Mal wenn man bei Ihnen anruft die armen Mitarbeiter am   am Telefon nicht wissen was der Kunde für Telefongespräche vorher hatte die haben kein Einblick in die Daten das ist eine Katastrophe", noap
"ja leider wird immer erst etwas getan wenn das Kind schon in den Brunnen gefallen ist und die eine Stelle weiß nicht was die andere macht aber deswegen ist man ja bei der Telekom weil man das braucht und leider immer genau dasselbe dort funktioniert und genau so das passiert", kmpt
"nun es wäre vorteilhaft wenn man nicht nur eine Aufschiebung der Rechnung sondern wenn man auch gleich eine Teilung der Rechnung  telefonisch vereinbaren könnte dass man nicht noch extra schreiben muss ansonsten war das Gespräch eigentlich sehr nett und freundlich", kdsv
"so also man wünscht sich mehr solche Leute bei der Telekom", noap
"das Gespräch war  sehr kompetent und ich war mit dem Mitarbeiter sehr zufrieden  leider", kmpt
"steckt man in der Warteschleife und meistens  nervt einen diese diese  diese Weiterverbindung  fürchterlich heute war perfekt", noap
"der Mitarbeiter war sehr nett und zuvorkommend und hat mir wunderbar  geholfen", noap
"ich muss sagen dass Ihr automatische Telefonnummer Aufnahme nicht okay ist ich habe mindestens die Nummer viermal wiederholen müssen und dann ist sie immer noch nicht richtig gespeichert worden sehr traurig", noap
"mehr wollte ich nicht und somit hat man mir jetzt den November noch mal neu berechnet obwohl ich das schon bezahlt habe und das war der ganze womit ich nicht zufrieden war also die Rechnung ist total verkehrt das war der Anruf Grund dass es berichtig wird darauf warte ich jetzt noch ich dass es also nicht vier und sechzig Euro sind sondern ganze zehn Euro müssten das weniger sein liegt aber alles schon in Ihrem Center vor und ich hoffe dass das richtig gemacht wird", kdsv
"mehr wollte ich nicht und somit hat man mir jetzt den November noch mal neu berechnet obwohl ich das schon bezahlt habe und das war der ganze womit ich nicht zufrieden war also die Rechnung ist total verkehrt das war der Anruf Grund dass es berichtig wird darauf warte ich jetzt noch ich dass es also nicht vier und sechzig Euro sind sondern ganze zehn Euro müssten das weniger sein liegt aber alles schon in Ihrem Center vor und ich hoffe dass das richtig gemacht wird", kdsv
"es ist alles so gelaufen wie ich mir das vorgestellt habe besten Dank und es war wirklich gut Wiederhören", noap
"die Beratung ist sehr gut ich bin sehr zufrieden", noap
"wir", noap
"ich bin echt sehr unzufrieden", knbr
"habe telefoniert mit Herrn   war sehr sehr sehr zufrieden  war sehr nett sehr freundlich und äußerst kompetent konnte mir sehr gut  helfen", noap
"die Auskunft war ganz gut gewesen aber  ich kann schlecht was mit anfangen ich muss jetzt erst mal versuchen was da  für eine Störung bei mir vorliegt", kdsv
"T-Mobile Shop da  die Leute leider nicht immer ihre die Qualität wie man sich das wünscht", noap
"super zufrieden freundlich korrekte Auskunft schnell verbunden  das ist der Grund warum ich bei T-Online bin und nicht bei Arcor oder sonst irgendeinem Telefon oder online Center", noap
"ja wir sind noch zu keinem Ergebnis gekommen", untr
"das Gespräch mit der letzten Beraterin war super sie hat mich auch wirklich gut informiert was bisher die anderen Mitarbeiter noch nicht getan haben", noap
"einfach", noap
"jetzt ach komm mal", noap
"bitte", noap
"ich kann keine  Beurteilung  geben weil dieses Gespräch nicht beendet worden ist sondern nur abgebrochen", untr
"ich war mit dem Gespräch sehr zufrieden die habe vollkommen Auskunft erhalten und bin damit äußerst  angenehm überrascht dass es so schnell ging", noap
"andere Erfahrungen aber heute war ich sehr sehr sehr zufrieden", noap
"sehr nett sehr informativ", noap
"man ich hab nicht so viel Zeit", noap
"also ich war sehr zufrieden mit dem Service wunderbar erklärt bekommen", noap
"ich war mit der Antwort des Kollegen sehr zufrieden er hat mir sehr  helfen können", noap
"auch gewählt und wurde gefragt ob ich  aus dem gleichen Grund anrufe wie bei meinem letzten Anruf selbstverständlich hab ich hat sich der Grund nicht verändert aber dadurch bin ich natürlich wieder bei der alten Nummer gelandet und das ist Quatsch das kann ja nicht sein also mein Grund hat sich ja nicht verändert sondern es hat sich ja einfach nur Ihr Ansprechpartner verändert  das ist schlecht programmiert da müsste man was tun", kmpt
"ich war zufrieden mit dem Gespräch es war mir  es wurde mir ein Hinweis gegeben das ich  demnächst berücksichtigen werde also ich bin sehr zufrieden", noap
"tja ich hab angerufen diese  Telefonnummer die drei und dreißig null ein tausend und  über   hab eine Anfrage zur Auftragsbestätigung und dann hieß es ich werde mit dem zuständigen Sachbearbeiter verbunden dann kam keine Musik kein Ton und kein gar nichts und nach  drei Minuten oder was kam jetzt eben diese  Bewertung des Anrufs den Anruf kann ich nicht bewerten weil er hat überhaupt nicht stattgefunden also", kdsv
"tja ich hab angerufen diese  Telefonnummer die drei und dreißig null ein tausend und  über   hab eine Anfrage zur Auftragsbestätigung und dann hieß es ich werde mit dem zuständigen Sachbearbeiter verbunden dann kam keine Musik kein Ton und kein gar nichts und nach  drei Minuten oder was kam jetzt eben diese  Bewertung des Anrufs den Anruf kann ich nicht bewerten weil er hat überhaupt nicht stattgefunden also", knbr
"gesprochen und er war erste Mal ein Berater  er hat mich sehr gut  beraten wirklich ich bin sehr zufrieden", noap
"der Service hat also das veranlasst was zu machen war und mehr konnte er dann auch nicht tut aber damit bin ich dann äußerst zufrieden nämlich dass ein Techniker kommt der sich um die Sache kümmert", noap
"ja  involviert und auch sehr gut  ja technisch hat mich sehr gut technisch beraten", noap
"war ein sehr gutes Gespräch jedoch hätte ich mir gewünscht   Kundenberaterin war sehr kompetent und nett", noap
"ein sehr freundlicher Berater sehr ausführliche Beratung völlig zufrieden stellend", noap
"ich war sehr zufrieden mit der Beratung sehr sehr freundlich danke schön", noap
"dann kann es  gehen", noap
"nein alle Fragen von mir wurden korrekt  man hat mir vernünftig Auskunft gegeben ich war also wirklich über das Gespräch sehr zufrieden", noap
"ich kann gar keine Bewertung abgeben weil ich noch gar keine Verbindung mit einem Mitarbeiter hatte", knbr
"das Beratungsgespräch ist noch nicht beendet worden", untr
"ja ich hatte einen sehr netten Berater und bin äußerst zufrieden", noap
"das Gespräch war in Ordnung und alle Informationen die ich gebraucht hab die hab ich bekommen", noap
"es ist äußerst umständlich wirklich einen Berater zu bekommen mit Handynummer Kunden Kontennummer  Nummern die man Kartennummer die man gar nicht greifbar hat wo ich erst mein Handy auseinander oder meine Vertragsunterlagen wälzen muss wenn ich ein Problem hab müsste das mit der Rufnummer ja eigentlich funktionieren ansonsten unheimlich kompliziert", noap
"ich bin sehr freundlich behandelt worden bei diesem letzten Anruf um den es geht   außer einem Anruf vor zehn Tagen ging es mir immer gut mit Ihren Telekom Mitarbeitern nur leider kommen wir nicht  da ich seit dem zwei und zwanzigsten November völlig ohne Internet bin und jetzt endlich für morgen Vormittag einen Termin vereinbart mit einem Außenmitarbeiter für die Störung habe vielen Dank", kdsv
"ja ich war mit der Mitarbeiterin sehr sehr zufrieden sie war äußerst höflich äußerst zuvorkommen und mein Problem oder meine Anfrage wurde auch gelöst also es gibt keine Beanstandungen und es war super nicht die Frau können Sie gern behalten oder ich weiß ja nicht  okay ja das war und ich bedanke mich kommt da noch mehr", noap
"es war eine hervorragende Beratung sehr freundlich sehr zuvorkommend absolut kompetent  und", kdsv
"da kann man ja eher sehr unzufrieden sein", noap
