@relation eacciTranscripts
@attribute transcript string
@attribute class {kdsv,kmpt,knbr,untr,noap}
@data
"lange Wartezeiten mehrmaliges Anrufen weil immer wieder besetzt war leiten immer nur mit einer mechanischen Stimme sprechen nie mit einem persönlich dauert Ewigkeiten bis man da mal verbunden wird dann teilweise inkompetent am andern Ende  sowie bei Handy als auch bei Festnetz bei $G Home genauso  wir hatten Videoaufnahmen die wurden komplett gelöscht durch   inkompetente Beratung Ihrerseits ja kann ich vieles noch  aufzählen jetzt mal", kmpt
"ich kann es überhaupt nicht nachvollziehen dass nach einem Jahr mein Endgerät immer noch nicht bei T-Mobile auffindbar ist", kdsv
"die Mitarbeiterin war so unfreundlich und hat einfach aufgelegt die Beratung das war jetzt unter aller Sau", untr
"Gespräch wurde abgebrochen beziehungsweise beendet einfach", untr
"eine  ich hatte eine einfache Frage und bekam nicht die entsprechende Antwort dazu und auch mit einer sehr Arroganz deswegen war es besser das Gespräch anzubrechen von meiner Seite", kmpt
"Beratung", noap
"ja ich hab überhaupt kein Gespräch geführt weil sich kein Kundenberater gemeldet hat insofern kann ich natürlich nicht zufrieden sein", knbr
"es klappt überhaupt gar nichts wir bekommen hier unseren Router nicht  zugeschickt am acht und zwanzigsten kommt ein Techniker und  der kann jetzt hier gar nichts anbringen weil der Router immer noch nicht da ist und jetzt wurd ich einfach aus der Leitung geschmissen und die  Mitarbeiter melden sich sich melden sich nicht obwohl sie versprechen", kdsv
"es klappt überhaupt gar nichts wir bekommen hier unseren Router nicht  zugeschickt am acht und zwanzigsten kommt ein Techniker und  der kann jetzt hier gar nichts anbringen weil der Router immer noch nicht da ist und jetzt wurd ich einfach aus der Leitung geschmissen und die  Mitarbeiter melden sich sich melden sich nicht obwohl sie versprechen", untr
"es klappt überhaupt gar nichts wir bekommen hier unseren Router nicht  zugeschickt am acht und zwanzigsten kommt ein Techniker und  der kann jetzt hier gar nichts anbringen weil der Router immer noch nicht da ist und jetzt wurd ich einfach aus der Leitung geschmissen und die  Mitarbeiter melden sich sich melden sich nicht obwohl sie versprechen", kmpt
"es redet ja niemand mit mir", knbr
"wir werden wieder auf   um Geduld gebeten dass die  dass die Migration noch nicht abgeschlossen wird damit sind wir sehr unzufrieden", kdsv
"die Kollegen habe mir auf meine Antwort nicht geantwortet haben Sie einfach mich weggedrückt und das find ich ganz schlecht ich habe jetzt viermal anrufen und  keine vernünftige Antwort  und das ist ganz schlecht für die Kunden", untr
"ich wollte verbunden werden mit  um einen Termin auszumachen damit ein Techniker bei mir vorbeikommt weil ich eine Störung mit dem Telefon hab und Telefon nicht geht und  bin aber anscheinend aus der Leitung rausgefallen und  muss jetzt den Fragebogen beantworten ich bin ziemlich genervt ich bin sogar so genervt dass ich mir überlege ob ich das Ganz cancel en ganzen Anschluss und mit einem andern   Anbieter mich jetzt  vertraglich binde", kdsv
"alles weil ich schon wegen  einer Sache tausendmal angerufen hab und noch nicht ein Stück gekommen bin", noap
"das Gespräch war noch nicht beendet und wurde beendet", untr
"ich habe mich gewünscht dass  jemand aus dem Grund warum ich angerufen haben mit mir spricht aber ich bin mit niemand verbunden worden also keiner kann ich nicht zufrieden sein mein Anliegen ist nicht erledigt ja sonst   fragen Sie nur ob ich zufrieden bin mit mehr hab ich nicht mitgekriegt das war ja also bin ich nicht zufrieden danke mehr brauch ich nicht dazu zu sagen ich würd gern mit einer Rechnung Mitarbeiter verbunden werden danke", knbr
"ich habe mich gewünscht dass  jemand aus dem Grund warum ich angerufen haben mit mir spricht aber ich bin mit niemand verbunden worden also keiner kann ich nicht zufrieden sein mein Anliegen ist nicht erledigt ja sonst   fragen Sie nur ob ich zufrieden bin mit mehr hab ich nicht mitgekriegt das war ja also bin ich nicht zufrieden danke mehr brauch ich nicht dazu zu sagen ich würd gern mit einer Rechnung Mitarbeiter verbunden werden danke", kdsv
"ich habe noch immer kein Internet wieso oft", kdsv
"damit aus den  Anruf wo ich mit den Service sprechen wollte gar nicht verbunden worden bin und ich  zum späteren Zeitpunkt anrufen und man versucht das mehrmals am Tag Dankeschön", knbr
"mir gefällt nicht wenn ich mit jemanden rede der dauernd dazwischen quatscht wenn ich was erkläre ich möcht mal jetzt endlich jemand haben der für diesen Schaden jetzt zuständig ist den die Firma  bin sehr erbost", kmpt
"ja Konto Abbuchungen  nicht definierbar und keine Information", kdsv
"das Gespräch wurde einfach unterbrochen obwohl wir noch nicht fertig waren", untr
"unzufrieden ist noch gar kein bodenlos ist das was bei Euch abgeht in dem Callcenter ist nie irgendjemand für irgendwas zuständig es ist keiner an irgendwas schuld und das kann doch echt nicht sein", noap
"war mit dem  ich war mit dem Gespräch noch nicht fertig ich möchte den Kundenbetreuer wieder", untr
"es erfolgte keine Klärung des Problems und das schon zum vierten mal", noap
"Kundenservice", noap
"ich habe circa  einmal eine Auskunft geben kann die mich irgendwie in einer Weise  nach vorne bringt ich bin sehr unzufrieden mit meinem Wechsel zur Telekom", kmpt
"ich habe circa  einmal eine Auskunft geben kann die mich irgendwie in einer Weise  nach vorne bringt ich bin sehr unzufrieden mit meinem Wechsel zur Telekom", kmpt
"ich habe circa  einmal eine Auskunft geben kann die mich irgendwie in einer Weise  nach vorne bringt ich bin sehr unzufrieden mit meinem Wechsel zur Telekom", kdsv
"Hörer wurde aufgelegt der Hörer wurde aufgelegt", untr
"ich bin aus der Leitung rausgeschmissen worden mit Ihrem  ich muss pausenlos auf irgendeinen Automat sprechen und dann bin ich rausgeschmissen worden obwohl ich ihn dran gehabt hab also es es ist einfach blöd danke", untr
"sie mich  wie so ziemlich alle Anrufe bei der Telekom wahrscheinlich keine besonders kompetenten Kameraden an der Leitung zu haben mir wird seit zwei Monaten nicht geholfen ich bin nur noch unzufrieden", kmpt
"wir haben seit über vier Wochen keine Telefonier Möglichkeit der Anschluss ist seit mehr als vier Wochen gestört", kdsv
"keine Änderung meines Problems keine Lösungsmöglichkeiten kundenorientiert nur  zweckorientiert Zwecks Provision danke", noap
"es wurde keine Lösung für das Problem gefunden", noap
"ich find auf Ihrer Internetseite die Adresse des Telekom Shops   verfahren kann um zu erfahren ob ein Produkt im einem Ihrem Telekom Shop verfügbar ist Schluss", kdsv
"Sie haben ein sehr unfreundliches Personal Sie hatten einfach aufgehängt", kmpt
"Sie haben ein sehr unfreundliches Personal Sie hatten einfach aufgehängt", untr
"ich hab überhaupt keine Beratung erhalten", knbr
"wurde noch nicht verbunden", knbr
"die Rechnungsstellung meines Vertrages von neun und dreißig noch mal was  wurde mir nicht bestätigt sondern ich hätte dazu  zusätzlich so   noch mehrere Optionen abgeschlossen was aber nicht der Fall ist ich hatte den Vertrag um neun und dreißig abgeschlossen und jetzt sind da irgendwelche anderen Optionen und kommen dadurch viel viel höher im End Betrag weil die Mehrwertsteuer jedes Mal noch extra draufgerechnet wird obwohl die bei Endverbraucher Preise eigentlich drin sein müsste", kdsv
"ja und zwar hab ich Internet bestellt und warte schon seit mindestens zwanzig Tagen drauf und jeder  wimmelt mich hier ab und sagt er ruft zurück und im Endeffekt passiert doch nichts und ich wart immer noch und vom Kunden   Kundenservice direkt  es sehr unzufrieden also total unhöflich spricht ins Wort ja", kdsv
"ja und zwar hab ich Internet bestellt und warte schon seit mindestens zwanzig Tagen drauf und jeder  wimmelt mich hier ab und sagt er ruft zurück und im Endeffekt passiert doch nichts und ich wart immer noch und vom Kunden   Kundenservice direkt  es sehr unzufrieden also total unhöflich spricht ins Wort ja", kmpt
"weil mir niemand  meinen alten Tarif erklären konnte und ich erst extra hinschreiben musste  per Email Kontakt aufnehmen musste um zu klären  wie genau der alte Tarif abgerechnet wurde", kdsv
"ja er ist Ausländer weil ich bin rechtsradikal und hab ihn kein Wort verstanden und meine ganzen Nazis und Juden und so die sitzen neben mir und ja na ja schön guten Abend noch und ja reingehauen wahr", noap
"ja ich ich hab keine Frage  Antwort bekommen", noap
"ist abgebrochen worden  ich bin aus der Leitung geschmissen", untr
"der Fehler  der Fehler ist nicht behoben worden ich würd gern mit der Dame wieder sprechen", untr
"ich habe keine richtige Antwort auf meine Frage bekommen dahingehend was ich  mache um all meine Telefon und beziehungsweise Rechnungsadresse zu ändern mir wurde nicht geholfen und ich bin sehr unhöflich verbal behandelt worden", kdsv
"ich habe keine richtige Antwort auf meine Frage bekommen dahingehend was ich  mache um all meine Telefon und beziehungsweise Rechnungsadresse zu ändern mir wurde nicht geholfen und ich bin sehr unhöflich verbal behandelt worden", kmpt
"guten Tag ja ich hab eben angerufen und hatte eigentlich dem Herrn gesagt dass ich gern eine andere Rufnummer hätte hab meine Handynummer noch mal angeben müssen und dann noch die Kartennummer  hat der gesagt ein Moment bitte dann ging Musik an und dann hab ich circa fünf Minuten in der Warteschleife gehangen und jetzt ist die Abfrage angegangen was soll ich dazu sagen ja Ende", kdsv
"ich bin mit niemanden verbunden worden ich hatte kein  Beratungsgespräch das zweite Mal schon nicht", knbr
"zum einen sind die Kundenberater verdammt unfreundlich und zum anderen können Sie einen überhaupt nicht helfen egal was man fragt verbinden Sie immer nur  anstatt einem irgendwelche Ratschläge zu geben wie man vielleicht das Problem lösen könnte verbunden verbunden verbunden kann ich langsam nicht mehr hören", kmpt
"der Callcenter Mitarbeiter von Ihnen konnte  nicht beantworten wann der Anschluss wirklich geschaltet wird von Frau  zeitgemäß zu schalten", kdsv
"Gespräch war  das Gespräch war leider noch nicht beendet und es kam schon diese Umfrage", untr
"keine Kompetenz", kmpt
"ich war  dass man etwas nachguckt ob irgendwas funktioniert und dann dann auf einmal kommen Sie und sagen das Gespräch ist zu Ende und ich war noch gar nicht zu Ende", untr
"die Freundlichkeit des Mitarbeiters und die Kompetenz", kmpt
"es hat mir keiner Auskunft geben können und ich bin einfach abgewürgt worden man hat einfach das Gespräch beendet ohne mit mir zu reden", knbr
"Ihr Mitarbeiter hat mich einfach gedrückt beziehungsweise in die Warteschleife gelegt", untr
"wenn ich einen Vertrag kündige und ich habe hier eine Bestätigung dass die Kündigung angenommen wird dann kann man mir anschließend doch nicht noch eine Rechnung schicken das ist ein Unding und das lass so auch nicht auf mich sitzen  Ende", kdsv
"wenn ich einen Vertrag kündige und ich habe hier eine Bestätigung dass die Kündigung angenommen wird dann kann man mir anschließend doch nicht noch eine Rechnung schicken das ist ein Unding und das lass so auch nicht auf mich sitzen  Ende", kdsv
"die langen Wartezeiten in Ihrer Warteschleife ist unmöglich", kmpt
"was ich mir nicht gewünscht habe ist dass einer Ihrer Mitarbeiter  einfach auflegt wenn ich ein Kundenwunsch habe das sollte die Telekom nicht tun", untr
"immer diese Störung und die Leitung funktioniert nicht eine Woche keine Internet und  nächste Woche keine Telefon und kein Internet ich versteh die Telekom gar nicht mehr", kdsv
"es hat kein  Gespräch stattgefunden da ich nach fünfzehn Minuten automatisch zur Bewertung geleitet wurde", kmpt
"es hat kein  Gespräch stattgefunden da ich nach fünfzehn Minuten automatisch zur Bewertung geleitet wurde", knbr
"die Beraterin hatte bei mir aufgelegt und war nicht bereit mir zu helfen und zuhören welches Problem ich habe und was ich schon alles mit den Technikern der Telekom besprochen hab ich bitte Sie um ein  da man nicht so einfach auflegen kann wenn ein Kunde ein Problem hat", untr
"die Beratung  die Beratung ist sehr schlecht man wird sofort aus der Leitung geschmissen", untr
"ich wurde einfach aus der Leitung geschmissen  ich denk das war ein technisches Problem", untr
"dass man fünfzig Mal anrufen muss und immer fünfzehn bis zwanzig Minuten in der Leitung steht das nervt wie die Sau", kmpt
"ich habe mit einem Kundenberater gesprochen und das Gespräch  wurde eigentlich  auf Standby gelegt und  die Verbindung wurde abgebrochen das ist mir heute schon mehrfach passiert", untr
"ich wurde  ich wurde gar nicht verbunden", knbr
"Cherie ich möchte einfach ein Kundenberater sprechen und ich hab die  und von", knbr
"das Gespräch wurde unterbrochen ohne dass ich überhaupt meinen Wunsch äußern konnte", untr
"die Auskunft  zufrieden", noap
"die Dame die Dame hat einfach das Telefon aufgelegt und mich in die Bewertung gegeben unser Gespräch war noch nicht beendet", untr
"na das Problem ist nicht gelöst ich hab ein Schreiben gekriegt nachdem ich einen neuen Vertrag wohl auf Wunsch hätte und von dem Wunsch weiß ich aber nix", kdsv
"wurd nicht  mir wurde leider nicht geholfen", noap
"das Problem war noch nicht behoben und das Gespräch wurde frühzeitig beendet und dann kam die Gesprächsbeurteilung", untr
"alles war nicht so wie ich mir gewünscht hätte aber", noap
"was die Telekom im Allgemeinen nicht  rasch handelt und einer immer von dem andern zu dem andern über   setzt  und  weder der Kunde  mit mit irgendwelchen Antworten  zufriedengestellt wird obwohl es nicht in Gänge geht", noap
"die  die Beratung ist überhaupt nicht zu Ende geführt worden man hat mich auf eine Warteschleife gesetzt und dann geht es  auf Ihre Befragung", untr
"es wurde einfach aufgelegt mitten im Beratungsgespräch tschüss", untr
"ich habe  ich habe leider nichts gehört", noap
"der Service ist eine Katastrophe sechzig Minuten auf dem Festnetz und nun auf dem Handynetz Eplus nochmals  fünfzehn Minuten und dann im Grunde  genommen einfach abgehängt", kmpt
"der Service ist eine Katastrophe sechzig Minuten auf dem Festnetz und nun auf dem Handynetz Eplus nochmals  fünfzehn Minuten und dann im Grunde  genommen einfach abgehängt", untr
"freundlicher könnten Ihre Mitarbeiter sein das passiert ständig am Telefon das passiert hier das passiert in den Läden  ich versteh nicht wieso Sie Ihre Mitarbeiter nicht richtig ausbilden", kmpt
"ich habe überhaupt noch keine Antwort auf meine Frage erhalten", knbr
"ich habe die  ich habe die Kunden Kontonummer nicht sagen können von der Hotline und sie konnte mir auch nicht sagen wo ich diese finde beziehungsweise hat mich auf die erste Rechnung verwiesen die ich als Neukunde nicht habe", kdsv
"ich bin überhaupt nicht ins   Gespräch gekommen  gekommen mit dem Berater eben es ist sofort  der die Befragung losgegangen also ich hab jetzt gar keine Auskunft bekommen ich muss jetzt grad das Ganze von vorne noch mal anfangen muss noch mal anrufen und noch mal durchwählen also sehr übelst", knbr
"die Kundenberaterin war sehr nett und kompetent aber leider hat sie mir nicht die Befugnis mir tatsächlich zuhelfen obwohl sie  wirklich alles Mögliche getan hat was in Ihrer in Ihrer Gewalt steht ich warte auf eine Stornierungs Bestätigung und die kann ich natürlich von der Kundenbetreuerin am Telefon nicht bekommen deshalb bin ich unzufrieden", kdsv
"dass wir eine Störung zehn Tage lang melden müssen und innerhalb zehn Tagen eine Störung nicht behoben wird trotz fünfmaliger Reklamation und heute wieder beim Gespräch uns nicht geholfen werden kann das ist für einen Geschäftskunden Anschluss mehr wie traurig", kdsv
"propagandiert wird  dass so was möglich ist Ihr Mitarbeiter konnte mir nicht helfen", kdsv
"ich ruf zum fünften Mal an um mir ein Guthaben zu überweisen und nix geschieht", kdsv
"zurück zum Kundenberater bitte", noap
"der Berater wollte das Gespräch schnell beenden", kmpt
"wie ich mich jetzt wieder an Sie wenden soll", knbr
"ich hab in Januar ein Entertain Paket gebucht dieses  wurde nicht zu meiner Zufriedenheit zur Verfügung gestellt habe dieses dann im Mai widerrufen und erhalte seit Mai jetzt Mahnungen ja es wär mal nett wenn sich da mal jemand drum kümmern würde danke", kdsv
"bei dem zweiten Versuch mit dem Servicecentern meine Probleme zu bearbeiten wurde auch beim zweiten Versuch plötzlich einfach im Privatkundenbereich die Verbindung getrennt das kann meiner Meinung nach nicht sein ich möcht jetzt also jetzt noch einmal versuchen und möchte dann halt auch hoffen dass ich jetzt endlich hier eine Lösung finde zumal ich mit der Rufnummer  ja mittlerweile schon seit drei Monaten mich hier rumärgern muss  im im Firmenkunden Bereich also sehr kompetent und sehr freundlich war aber im Privatkunden Bereich funktioniert das überhaupt nicht", untr
"bin gar nicht durchgekommen eine einzige Katastrophe ein Tag jetzt bei der Telekom im Computer und klappt nix", noap
"es war eine absolute Unverschämtheit ich bin einfach in die Warteschleife gelegt worden es hat überhaupt kein Gespräch stattgefunden und dann kam die Anfrage  wie denn das Gespräch gewesen sei da hat also ein Mitarbeiter mich einfach in die Warteschleife gelegt um wahrscheinlich seine  Zahlen hochzudrücken aber nichts ist passiert absolut unverschämt kundenunfreundlich", untr
"man  spricht jeweils mit anderen Beratern und jeder Berater gibt einem andere Auskünfte anscheinend werden  Produkte angeboten die  wovon die Berater überhaupt gar nichts wissen es gibt also äußerst unterschiedlich Auskünfte von verschiedenen Leuten und  immer wieder hat man das Gefühl regelrecht  ja an der Nase lang geführt zu werden um das jetzt mal umgangssprachlich auszudrücken", kdsv
"man  spricht jeweils mit anderen Beratern und jeder Berater gibt einem andere Auskünfte anscheinend werden  Produkte angeboten die  wovon die Berater überhaupt gar nichts wissen es gibt also äußerst unterschiedlich Auskünfte von verschiedenen Leuten und  immer wieder hat man das Gefühl regelrecht  ja an der Nase lang geführt zu werden um das jetzt mal umgangssprachlich auszudrücken", kmpt
"das erste Mal aus die  aus der Leitung geschmissen das zweite Mal beim Verbinden direkt auf den Sprachcomputer auf dem ich jetzt bespreche verbunden ohne mein Problem zu lösen oder mir zu helfen", untr
"ich werd seit vier Wochen von der Telekom an der Nase herumgeführt ich bin von Kabel Deutschland wieder zur Telekom gewechselt und seitdem seit vier Wochen von Vodafone nicht zu erreichen", kdsv
"Beratung hat nicht stattgefunden mangels Verbindung Bumm", knbr
"keiner konnte mir eine Auskunft geben", noap
"meine Frage wurde nicht beantwortet", noap
"der Mitarbeiter den ich gerade am Telefon hatte hat gemeint ich wäre unfreundlich geworden was nicht stimmt und hat einfach aufgelegt also dass ich mich gerne ankacken lassen obwohl nichts wahr da es aufgezeichnet worden ist wissen Sie dass es nicht stimmt", untr
"es hat sich niemand gemeldet obwohl ich die ganze Zeit am Apparat war und das find ich eine Unverschämtheit", noap
"wenn Sie gleich Fach schon wegdrücken", untr
"Kündigung nicht anerkannt wird und dass die Frau  mit der ich grad telefoniert hat mich einfach aufgelegt hat ohne Begründung", kdsv
"Kündigung nicht anerkannt wird und dass die Frau  mit der ich grad telefoniert hat mich einfach aufgelegt hat ohne Begründung", untr
"bei drei Anrufen dreimal aus der Leitung geworfen worden das nenn ich keinen Kundenservice", untr
"kriege hier keinen Termin für ein  Kundendienst der kann mir keine Auskunft geben  und ich warte schon seit zwei Tagen", kdsv
"Sie haben das Gespräch einfach beendet ohne obwohl  diese Sache noch gar nicht zu Ende war", untr
"keine Antwort auf die Frage warum ich ständig von der Telekom angerufen werde", noap
"der Service mit diesen  bei diesem Gespräch mit dieser Frau war in Ordnung aber ich hab seit vier Monaten Probleme mit der Telekom wahnsinnigen Probleme und immer erst nach Rücksprache mit dem Anwalt beziehungsweise ich hab mich jetzt auch schon an Verbraucherschutz gewendet  funktionieren die Sachen teilweise legen die  die Kollegen an der Service Hotline die legen dann einfach auf vor diesem Gespräch wurd ein Gespräch geführt der hat nach vier Minuten einfach aufgelegt", untr
"ja der Kundenberater ist nicht richtig auf die Thematik nicht auf das Problem richtig eingegangen und gab eher  zickige Antworten und das fand ich nicht gut", kmpt
"die Dame hat nicht einmal meinen Fall bearbeitet sondern hat mich einfach weggerückt", untr
"die Mitarbeiterin hatte keine Ahnung war völlig inkompetent und konnte mir in keiner Weise also ganz miese Beratung", kmpt
"sehr unfreundlicher Ton", kmpt
"das Kundengespräch wurde schon wieder unterbrochen", untr
"die  einfach den Hörer ab", noap
"ja ich wünschte mir nicht nur eine halbe Stunde in der Warteschleife zu sitzen und danke für den Rückruf", kmpt
"ja ich wünschte mir nicht nur eine halbe Stunde in der Warteschleife zu sitzen und danke für den Rückruf", knbr
"der Servicemitarbeiter hat  meine Frage versucht zu beantworten und dann einfach aufgelegt grußlos und sehr überraschend mitten im Gespräch aufgelegt", untr
"ich hatte eben ein Gespräch mit einem Kollegen und der war auf einmal weg", untr
"ich bin unterbrochen worden deswegen", untr
"die Telekom war von Anfang an nur wirklich unfähig in meinem Fall und hat sich als völlig katastrophal erwiesen", noap
"Sie hatten mir den Bereitstellungs Betrag doppelt berechnet in der Rechnung vom zwei und zwanzigsten zehnten und in der Rechnung vom ein und zwanzigsten neunten jeweils fünfzig Euro sieben und dreißig ich soll schriftlich  Widerspruch einlegen ich werde aber vorerst bei meiner Bank die Einzugsermächtigung stoppen weil mir nicht geholfen wurde tschüss", kdsv
"ja die gute Dame hat noch nicht mal versucht irgendwie eine Lösung zu finden sondern stur nur das Standard abgespult danke", kmpt
"Verbindung wurde einfach ohne es abgebrochen ohne korrekte Auskunft", untr
"ich bin nur mit Ihrer Umfrage verbunden worden und nicht mit einem  Kundenberater der meine Anfrage betätigt hätte idiotisch nicht wahr", knbr
"überhaupt alles", noap
"der Servicepartner bei Ihnen hat das Gespräch einfach unterbrochen", untr
"ich habe versucht für ein  chinesischen  um mit dem zukünftigen Geschäftspartner  ein Kontakt aufzunehmen falls die also nicht jemanden antreffen würden oder den entsprechenden Schaltkasten nicht finden nichts von diesen Möglichkeiten ist genutzt worden die", kdsv
"ich habe versucht für ein  chinesischen  um mit dem zukünftigen Geschäftspartner  ein Kontakt aufzunehmen falls die also nicht jemanden antreffen würden oder den entsprechenden Schaltkasten nicht finden nichts von diesen Möglichkeiten ist genutzt worden die", untr
"erstens war die Sprachqualität nicht in Ordnung aus dem einfachen Grund weil die Dame nur gebrochenes Deutsch konnte und die Aussagen waren zu unkonkret und ich habe zu lange auf diese Berechnung gewartet um jetzt mal zu erfahren dass mein Konto ausgeglichen ist obwohl ich schon vor drei Wochen ein Kontoauszug gesendet hatte und schon viermal angerufen hatte", kdsv
"ich war äußerst zufrieden", noap
"eine Änderung wurde am neunzehnten Oktober mitgeteilt und für September wurde diese Änderung bereits  erfasst das heißt für die Vergangenheit obwohl das erst seit dem neunzehnten Oktober veranlasst worden ist wie kann man für die Vergangenheit was abbuchen obwohl man noch nicht die Berechtigung dafür hat", kdsv
"wir haben eine Rechnung erhalten obwohl wir kein Kunde mehr sind", kdsv
"heut morgen wollt ich  eine Störung melden weil mein Telefon nicht ging dann hab ich fünfmal angerufen und jedes Mal auf die Nummern die mir gesagt wurden und hab Störung gesagt aber jedes Mal kam ich wieder in die Rechnungsabteilung also ich find das ungeheuerlich dann wurd mir schließlich nach einer Dreiviertelstunde gesagt also es ist eine Störung die nicht mehr zu beheben ist   weil   erst am Montag gemacht wird und jetzt komm ich Heim vom Einkauf jetzt geht mein Telefon plötzlich wieder obwohl jetzt alle Gespräche auf Handy umgeleitet werden sollen und das sollte jetzt eben gerade gemacht werden und schon kam dann Ihre Ihre  Bewertung  also Sie haben sich einfach dazwischen getan also ich möchte das erst mal wissen ob das ausgeschaltet ist ob alles jetzt nicht mehr auf mein Handy geht sondern ob jetzt normal auf mein Telefon geht", kdsv
"heut morgen wollt ich  eine Störung melden weil mein Telefon nicht ging dann hab ich fünfmal angerufen und jedes Mal auf die Nummern die mir gesagt wurden und hab Störung gesagt aber jedes Mal kam ich wieder in die Rechnungsabteilung also ich find das ungeheuerlich dann wurd mir schließlich nach einer Dreiviertelstunde gesagt also es ist eine Störung die nicht mehr zu beheben ist   weil   erst am Montag gemacht wird und jetzt komm ich Heim vom Einkauf jetzt geht mein Telefon plötzlich wieder obwohl jetzt alle Gespräche auf Handy umgeleitet werden sollen und das sollte jetzt eben gerade gemacht werden und schon kam dann Ihre Ihre  Bewertung  also Sie haben sich einfach dazwischen getan also ich möchte das erst mal wissen ob das ausgeschaltet ist ob alles jetzt nicht mehr auf mein Handy geht sondern ob jetzt normal auf mein Telefon geht", kdsv
"heut morgen wollt ich  eine Störung melden weil mein Telefon nicht ging dann hab ich fünfmal angerufen und jedes Mal auf die Nummern die mir gesagt wurden und hab Störung gesagt aber jedes Mal kam ich wieder in die Rechnungsabteilung also ich find das ungeheuerlich dann wurd mir schließlich nach einer Dreiviertelstunde gesagt also es ist eine Störung die nicht mehr zu beheben ist   weil   erst am Montag gemacht wird und jetzt komm ich Heim vom Einkauf jetzt geht mein Telefon plötzlich wieder obwohl jetzt alle Gespräche auf Handy umgeleitet werden sollen und das sollte jetzt eben gerade gemacht werden und schon kam dann Ihre Ihre  Bewertung  also Sie haben sich einfach dazwischen getan also ich möchte das erst mal wissen ob das ausgeschaltet ist ob alles jetzt nicht mehr auf mein Handy geht sondern ob jetzt normal auf mein Telefon geht", knbr
"Mitarbeiterin hat einfach aufgelegt", untr
"ich habe keine Verbindung zum Servicemitarbeiter bekommen ich warte jetzt zehn Minuten", knbr
"ich habe keine Verbindung zum Servicemitarbeiter bekommen ich warte jetzt zehn Minuten", kmpt
"ich warte nun seit fünf Monaten darauf dass Entertain bei mir geschaltet wird und da  funktionieren wie das mit Entertain", kdsv
"keine genaue Auskunft", noap
"nicht Ausführen meiner Bank Änderung", kdsv
"die Mitarbeiter waren unfreundlich und konnten mir  nicht helfen und ja", kmpt
"der Auftrag konnte nicht in gewünschter Zeit erledigt werden", noap
"einfach das Kundenberater Gespräch", noap
"der Service war nicht in der Lage mich zu einem zu einem speziellen Problem wie die Mac Hotline zu stellen also ich hab da zwanzig Minuten gewartet dort wurde nicht abgenommen  und ich bin einfach unzufrieden und werde auf fürderhin nicht mehr Telekomkunde bleiben so ein Service so ein schlechter Service das hab ich noch nie erlebt", kmpt
"der Service war nicht in der Lage mich zu einem zu einem speziellen Problem wie die Mac Hotline zu stellen also ich hab da zwanzig Minuten gewartet dort wurde nicht abgenommen  und ich bin einfach unzufrieden und werde auf fürderhin nicht mehr Telekomkunde bleiben so ein Service so ein schlechter Service das hab ich noch nie erlebt", kdsv
"wurde erst gar nicht verbunden", knbr
"alles so oder", noap
"ich bin überhaupt nicht verbunden worden es ist eine Unverschämtheit wie lange man in der Warteschleife hängt", kmpt
"ich bin überhaupt nicht verbunden worden es ist eine Unverschämtheit wie lange man in der Warteschleife hängt", knbr
"also wir waren noch gar nicht fertig mit dem Anrufen und auf einmal fängt hier an eine Ansage dranzugehen war mitten im Gespräch", untr
"weil ich es nicht verstanden habe", noap
"unterschiedliche Auskünfte durch Ihre Mitarbeiter zum Teil sich widersprechende Auskünfte", noap
"ich hatte", knbr
"ja der nette Mitarbeiter hat mir den Hörer aufgelegt", untr
"ich habe zehn Minuten gewartet und hab überhaupt gar kein Gespräch mit dem Service gehabt und jetzt sind Sie dran deswegen bin ich unzufrieden", kmpt
"ich habe zehn Minuten gewartet und hab überhaupt gar kein Gespräch mit dem Service gehabt und jetzt sind Sie dran deswegen bin ich unzufrieden", knbr
"Frage nicht wurde nicht verstanden wurde nicht reagiert aus der Leitung geworfen", untr
"Viertelstunde in der Warteschlange anschließend Sachbearbeiterin die nach dreißig Sekunden mich auf dieses schwachsinniges Band abwirft und ich natürlich wieder neu anrufen muss", kmpt
"Viertelstunde in der Warteschlange anschließend Sachbearbeiterin die nach dreißig Sekunden mich auf dieses schwachsinniges Band abwirft und ich natürlich wieder neu anrufen muss", untr
"Ihre Mitarbeiterin hat einfach aufgelegt anstatt mir zu antworten schlechter Service ganz ganz schlechter Service", untr
