@relation tinkaEmo
@attribute text string
@attribute class {neutral,worry,angry,happy}

@Data
'brauche eine neue simmkarte...',neutral
'Im Prinzip nur einen Laptop aber da wir beide Smartphones auch mit Wlan benützen könnten für Unterwegs wäre es eine gute Sache!',happy
'das neo ist wirklich von 160.- auf 239 gestiegen ?',neutral
'Hallo mein handy ist gesperrt und will jetzt per online banking zahlen',worry
'und mit der box daheim kann ich auch den fernseher aktualiseren',neutral
'Mir wurde gesagt das wird nix bringen mit einer neuen Sim.',neutral
'Dieser Router muss ja über ein LAN Kabel verbunden werden können?',neutral
'wenn ich den vertrag online verlängere wie komme ich dann zu einer kleineren sim karte?',neutral
'hallo können sie mir sagen ob für {Potentielle_ID} Schleedorf eine störung bekant ist.',worry
'habe das iphone im feb {Potentielle_ID} bei tmobile angemeldet und mir jetzt ein neues über tmobile geholt',neutral
'dann wären das Handy {Potentielle_ID} € teuer',worry
'Es ist halt für mich als Kunde extrem unangenehm da ich auf keine meiner Daten aus dem iPhone zugreifen kann. Da es ja nicht mal ein Leihgerät von eurer Seite gibt.',angry
'Es gibt mir immer noch die gleiche Nachricht',neutral
'Bei meinem m4 hält der Akku selbst im Standby Modus nicht länger als einen Tag',neutral
'Ich hab mein Handy in einem eurer shops abggeben und dort hat die Beraterrin eine falshe e-mail Adresse eingetragen. Mir wurde gesagt das ich den Status der Reperatur über e-mail erfahre.',worry
'mhh ok danke für die Auskunft. mir ist hier der Gerätepreis etwas zu hoch. gibt es eine ander Variante ??',worry
'momentan habe ich den mit Akku LAN brauche ich eigentlich nicht und was bringt die inkludiert Antenne wäre da der Empfang besser??',neutral
'aber nur in {Name} wird das nochmal in grau kommen ?',neutral
'Allerdings hat ja die weiße Box keinen Akku oder?',neutral
'3-4 Wenn es geht da wir mehrere PC´s daheim haben :)',neutral
'guten tag - ab wann wird es das iphone se 64gb in {Name} in den Filialen verfügbar sein - anscheinend gibt es Lieferschwierigkeiten ist das richtig?',worry
'Jetzt bin ich mit meinem Kundenkennwort eingeloggt',neutral
'muss von micro auf nano wechseln',neutral
'a. für ein neues Handy',neutral
'den router kann ich aber auch nicht immer erreichen...',neutral
'Neuanmeldung...wir haben sehr schlechtes Netz in Seekirchen...',worry
'Ich muss mich aber darauf verlassen könnendas dies dann auch mit dem neuen Router hihautund könntet nicht.mir das gleich machen.der router ist ausgestattet mit vier lange anschlüssen.zu bezahlen sind {Potentielle_ID} euro.wenn ich die Bestätigung b',neutral
'sie meinen die box ?',neutral
'Ich möchte gerne mein telefon entsperren lassen habe keinen Vertrag mehr mit t-mobile & das Gerät ist ca 3 Jahre alt...',neutral
'Nein das ist ein mobiler WLAN Router',neutral
'Ich habe heute meine HomeNet Box erhalten könnten sie die SIM aktivieren?',neutral
'Hallo! Ich kann meinen Vertrag mit dem ich sehr zufrieden bin ab {Potentielle_ID}. verlängern. Mich würde das IPhone SE dabei sehr anlachen. Mit welchen Kosten kann ich bei Vertragsverlängerung für das Handy rechnen und gibt es bei Telering ausschließlich die 16GB-Version oder gibt es auch andere Mäglichkeiten (ich hätte gerne die 64GB-Version)',neutral
'iPhone 6s spacegrau 16G {Telefonnummer}',neutral
'bis vorigen  ist es in jeden fall gegangen den da habe ich meinen eltern flamingos von meinen vertragshändy geschenkt',neutral
'Hi haben Sie das Huawei P8 aus dem Programm genommen?',neutral
'Es lädt. Sehr langsam... aber schonmal jetzt danke für die Hilfe',happy
'Schon wieder zwei Fragen: Gelten die Preise auch für mich? Das heißt 0 EUR für das Galaxy S7? Zweite Frage: War das nicht das Handy das explodiert?',worry
'Darf ich ein gratis handy haben?',neutral
'würden sie eher den datenstick oder den wlan router empfehlen?',neutral
'hab das probiert..kann sein dass die sim noch nicht freigeschaltet ist? koennen sie nachsehen?',neutral
'Ich habe am 01.12.2015 tel. mit Ihrem Angestellten Hrn Wunsch eine Tarifumstellung auf My Homenet durchgeführt. Diese Umstellung beinhaltet auch eine Zusendung der Homenet-Box die ich bis dato leider noch erhalten habe. Bitte um Nachforschung und Mitteilung wann diese Box bei mir eintreffen wird. Besten Dank für Ihre prompte Erledigung.',worry
'Und wie viel MB?',neutral
'Hallo mein Name ist   Ich habe eine Frage zur Megaklax Simkarte',neutral
'gibt es schon nähere Information zum Xperia XZ',neutral
'Nein...Diese Meldung kommt ja erst dann nach dem die Meldung Netzwerk konnte nicht entsperrt werden NACHDEM ICH DEN VON EUCH ERHALTENEN CODE EINGEGEBEN HABE',angry
'hallo hab eine frage ob es auch partner karte gibt',neutral
'Die Nummer steht auf die Rückseiteder Kate',neutral
'Welche Handys werden bei Vertragsverlängerung angeboten.',neutral
'Okay verstehe. Möchte gar nicht tiefer nachbohren :-) dann würde ich gerne wissen ob sie eine neue Lieferung bekommen also Gold oder Silber in der 128gb version?',neutral
'ok alles klar und bzg. Vorrätigkeit?',neutral
'ich habe keine fragen zum vertrag sondern mein gerät hat mängel',angry
'Mich würde interessieren welche Handyangebote es aktuell für meinen Tarif gibt?',neutral
'mein Anschluss geht gerade nicht. meine Kundennummer lautet {Potentielle_ID}',neutral
'alle Fenster sind in eine Richtung in der Wohnung wie gesagt am Anfang als die Box höher gestellt war war es besser aber das war noch Umzugszeit ist nicht vorgesehen die Box so hoch zu haben',worry
'Weil ich jedesmal rum betteln muss wenn ich ein neues Tel möchte usw.',angry
'Ist eine Triple Sim Karte eine normale Simkarte?',neutral
'Also die Garantie ist ausgelaufen.',worry
'ich brauche einen Techniker denn ich kann über meinen t mobile zugang den ich gerade im testmonat habe nicht netflix schauen',worry
'okay ich wollte mir eine Antenne bestellen finde aber leider keine mit den ts5 stecker haben sie vl welche vorliegen ?=',neutral
'hallo haben sie das iphone {Potentielle_ID} gb schon auf lager auf der homepage steht 1-2 wertktage',neutral
'Ich habe heute die Home Net Box erhalten und soweit funktioniert alles tadellos. Nur die Geschwindigkeit ist bei weitem nicht so hoch wie erwartet.',worry
'dann bin ich von Vertrag auf Wertkarten Tarif umgestiegen mein Name sollte allerdings weiterhin bei T-Mobile registriert sein! Leider habe ich vor kurzem eben jene SIM Karte verloren auf meiner Auslandsreise. Darum meine Frage ob es möglich wäre eine neue SIM mit dieser Nummer zu erhalten?',neutral
'nur der router steckt an der steckdose',neutral
'Sie meinen am Modem?',neutral
'Da steht Model ist eine Huawei Box mit dem Modelnamen: AF22',neutral
'Und ich wollte noch dazu sagen die box hat einen guten Empfang aber das WLAN fällt immer aus beziehungsweise geht s gar nicht',neutral
'ok danke dann mach ich das so... Rufnummernmitnahme kann ich dann nachträglich machen oder?',neutral
'Benötige ich für Nokia 230 eine neue SIM Karte? {Name}',neutral
'naja eigentlich ist eh schon meine schuld da ich wegen glatteis auf das handy gestürzt bin',worry
'"andererseits überzeugt mich auch das Lumia da ich ja einen Windows Laptop habe und daher es sehr geschickt und praktisch wäre die Daten zu überspielen/sichern Outlook ist natürlich auch ein Thema.. Aber ich hab Angst  dass ich mit den 8 GB internen Speicher nicht auskomme. Hab zwar gelesendass man ""Apps"" auf die Speicherkarte verschieben kann aber was wenn einmal ein Update des Betriebssystems bevor steht ? Ich glaube dann wird das Gerät das nicht packen können und ich will nichts vom Handy löschen um so mehr Speicherplatz freizustellen."',neutral
'ich wollte eigentlich nur fragen wie es mit dem Preis für ein Iphone SE bei einer Neuanmeldung aussieht?',neutral
'Möchte diese sim karte zurück geben und gleich den router mitnehmen.',neutral
'Und diese Home Box muss ich nur mit dem Strom verbinden und installieren?',neutral
'Hallo wenn ich meinen Vertrag verlängere und ein neues Handy auswähle sollte ich dies direkt online selbst machen oder soll ich dafür in den Shop gehen?',neutral
'Durch das neue Modem dass mir zugesandt wurde habe ich zudem Verbindungsabbrüche',neutral
'kommt nur iphone in frage',neutral
'ok die lan anschlüsse sind mir nicht wichtig. Mit gehts rein um empfang und reichweite da mein hausnsehr verwinkelt ist',neutral
'muss ich die nummer händisch eingeben wenn ich telefonieren will',neutral
'Ist OK dann das mit 16 GB.',neutral
'Ich habe bei euch im online Shop Tablet s gesucht und keine gefunden..Habt ihr keine mehr im Programm oder sind die nur im Shop ausgestellt?',neutral
'Ich würde mich für das i phone 5 se interessieren möchte es aber mit min 64 gb bekommt ihr das noch',neutral
'Können sie anhand der Bestellnummer schaun wo mein Gerät zurzeit ist?',neutral
'ich habe eine frage zum Internet würfel',neutral
'wird das Galaxy s6 bei einer Vertragsverlängerung angeboten? wenn ja um wieviel euro?',neutral
'Ich habe ein Problem mit meinem Router',neutral
'Ich habe bereits eine Kundennummer ({Potentielle_ID}) und möchte einen zusätzlichen Datenstick mit einer neuen Nummer anmelden. Ich bin über eine beliebige Nummer eingestiegen damit es auf meine Kundenummer hinzugefügt wird. Bleibt diese Nummer dann bestehen oder wird diese überschrieben mit dem neuem Datenstick? Vielen Dank!',neutral
'ok. Also ins Geschäft Vertrag ändern und neues Handy mitnehmen mit passender SIM und dann unter den  legen. Mein Dad telefoniert dann ab Vertragsumstellung einfach weiter und steckt dann die neue SIM am 24. ins neue Handy. Richtig?',happy
'hallo habe gestern eine handy entsperrung für ein sony ericcson c 905 in auftrag gegeben. imei: {Potentielle_ID}. nun hat man mir eine sms gesendet dass die imei nicht stimmt?????',worry
'Könnten Sie mir die voraussichtliche Lieferung meines IPhone SE sagen?',neutral
'was würde mich das Gerät kosten bei meinem Tarif',neutral
'Oder evtl. anders gefragt unterscheiden sich die SIM oder die Netzinfrastruktur von T-Mobile Austria von Verizon Wireless in den {Name}',neutral
'Ich habe massive Probleme mit meinem Router Huawei B315',neutral
'Ok verstehe dann werde ich es online bestellen und auf die Lieferung warten. Vielen Dank!',happy
'servus hätte eine kurze frage bezüglich des neuen iPhone 7',neutral
'Das habe ich tatsächlich schon versucht . Hat auch nichts gebracht. Wenn Sie defekt wäre dann könnte ich nicht telefonieren und SMS schreiben oder?',neutral
'Ich habe eine HomeNet Box Huawei {Potentielle_ID} die leider nicht wirklich funktioniert (zu wenig Empfang in meiner Wohnung)',neutral
'Wollte fragen ob t m mir dann eine nachricht schickt wenn meine {Potentielle_ID} zu ende sind oder mir das mein handy zeigt',neutral
'Meine Sim zur der Rufnummer {Telefonnummer} ist gesperrt brauche den puk normalerweise kann ich den puk online erhalten aber wenn ich auf puk klicke passiert nichts. Warum?',angry
'Weil es stand Lieferzeit 1-2 Tagen. Frage nur weil ich keine Email bekam.',worry
'Die Übertragungsrate ist seit heute von 20MBit auf ca. 4-5MBit gefallen. Haben Sie herzu Informationen? (Keine Veränderungen meinerseits!)',angry
'und meine kundennummer isst {Potentielle_ID}. Ich hätte gerne ein neues Handy um 000 €. welches steht zur Zeit zur Verfügung ? lg',neutral
'Hallo! Wissen sie wann das iPhone 7 / plus wieder bei T-Mobile verfügbar ist?',neutral
'hab gestern ein neues handy bekommen',neutral
'Ja aber die kontakte sind auf der alten sim? Und diese ist dann nicht mehr gültig? Oder kann ich die kontakte auf neue handy ohne sim überspielen?',worry
'hi kann ich die Simkarte vom Cube in ein Tablet geben?',neutral
'Habe ein problem kann leider keine sms oder mms senden :-(',neutral
'and the problem with my phone is also that I can t call with it',neutral
'Und diesen cube kann ich dan auch sn verschiedenen Standorten z.b. hute Linz morgen Mühlviertel und so weiter verwenden?',neutral
'Es hängt nicht an meinem gerät mein freund ist auch tmobile kunde und hat das gleiche problem',neutral
'Ich habe seit Anfang Dezember die WLAN-Box zuhause.',neutral
'ich haben einen ruter vom huawei und damit es noch schneler geht wolten wir eine antene derzu kaufen welsche antene würden sie uns entfehlen?',neutral
'Ich bin mit dem Pc mit dem ich chatte über ein Ethernet kabel an den Router angeschlossen',neutral
'Ist das dann frei das Gerät also ich kann dann ein Gerät nehmen wo nur die Sim rein passt und fertig :)',neutral
'ich habe nichts anderes als diesen cube um eben internet zu hause zu haben...also wie in der werbung gross beschrieben...anstecken und lossurfen ist das nicht',angry
'hallo wollte einen iphone 6s rosegold bestellen und wollte wissen ob es morgen bei mir kommen kann weil ich im ausland fahren muss',worry
'if i remember it was huawei {Potentielle_ID} or something similar',neutral
'Ich möchte nämlich je nachdem wie sich die Preise variieren entweder ein iPhone 6s oder ein iPhone 6s Plus bestellen',neutral
'dann ich hab andere t momile sim kart von freunden probiert',neutral
'ja hatte vorher das ipone s5 also 1 iphone karte existiert',neutral
'Ich möchte meinen älteren Lap Top ohne Wlan mit der Home Net Box über Lan Kabel verbinden . Was muss ich machen das ich eine Internetverbindung herstellen kann',neutral
'ich habe auch keine überlassende ipv4/6 gateway einstellungen auf den PC',neutral
'habe den T-Mobile Router',neutral
'und wann wird die alte simkarte',neutral
'"Hallo! Ich verwende ein iPhone 6 und habe seit Mittag die Meldung ""SIM fehlt"" auf meinem Telefon. Mit einer anderen SIM Karte (habe es mit einer Orange Karte versucht) funktioniert es einwandfrei. Bitte um Hilfe."',neutral
'Ich habe bei ihnen seit gestern die wertkarte und zwar nach dem mein vertrag ausgelaufen ist und ich wollt den tarif klax smart lte und habe auch die sms sma*****bis heut noch nicht freigeschaltet',worry
'Weil ich das Handy heute bräuchte weil meines kaputt ging :)',worry
'möchte eine kaufen und die alte ersetzen',neutral
'hab selber einen LTE router',neutral
'Ich habe letzte Woche Montag eine Sim Karte bestellt da meine defekt ist und bis Heute keine erhalten.',worry
'meine Sim Karte funktioniert seit zwei Tagen nicht',neutral
'es geht um folgendes: ich habe Ende März einen Tarifwechsel durchgeführt inkl. Handy Iphone 6s obwohl ich das Iphone SE wollte das noch nicht verfügbar war. Laut Anweisung Ihres Kollegen konnte ich zuerst das 6s Gerät bestellen und dann nicht annehmen so tat ich auch.',neutral
'Ich habe zurzeit eine mirkosim und steige auf ein iPhone um bekomme ich bei der Bestellung des iPhones eine nanosim dazu? Oder wie geht dass',neutral
'eigentlich entweder 64GB oder 128GB',neutral
'den Pin:{Potentielle_ID} hat mein Handy genommen und hat sich dann aufgemachtwo ich die Uhrzeit habe .',neutral
'ich habe das iPhone 7 plus mit 256 gb in jet black oder?',neutral
'jetzt hab ich ein galaxy s3',neutral
'ist der empfang gleich gut wie mit dem würfel?',neutral
'Ok ich würde das Huawei P9 Plus auf einmal zahlen oder kann ich es auch eine Teilzahlung machen inerhalb von 12 Monate oder muss ich es in 24 Monate?',neutral
'naja die vertragliche bandbreite ist bis zu 150 mbit/s. derzeit kann ich nicht mehr als 30 mbit/s nutzen. wird sich das ändern?',neutral
'hallo. Sind alle iPhone 6 die in Österreich gekauft werden simlock frei?',neutral
'Ich habe vor ein paar Tagen eine neue Sim Karte bestellt und diese heute erhalten. ich würde sie gerne aktivieren lassen',neutral
'ja das muss ich mir selber einrichten ist schon klar. aber kann ich das jetzt auch schon machen ohne Internet von telering?',neutral
'mh .. okay das überlege ich mir dann noch in aller ruhe. aber die Nanosim alleine würd cih dann doch gerne zugeschickt bekommen damit ich das handy endlich benutzen kann :D',neutral
'meine frage wäre im onlineshop ist das iphone immer noch schneller lieferbar oder?',neutral
'und kann ich bis dahin ein Handy auf Kaution erhalten? (es sind erst 18 Monate)',worry
'Hallo ich habe vor eine Stunde einen iphone 7 in 128gb diamant schwarz bestellt könnte ich das auf ein Goldenes umändern 128gb?',neutral
'Hallo! Das Handy meiner Tochter ist in Marokko verloren gegangen. Würde gerne die SIM sperren lassen',worry
'OK bekomme ich für die Zeit wo es eingeschickt wird eine Ersatz Handy?',neutral
'interessiere mich fürein Lumina 950 XLdualSiM',neutral
'Das Handy wurde am 04.06.2012 gekauft  ich musste 200€ dazuzahlen um es zu bekommen',neutral
'aber ich kann die sim karte in jedem anderen Gerät nutzen?',neutral
'Guten Tage ich habe folgende Frage sind alle Vertragshandies von T-Mobile mit einem Sim-Lock versehen?',neutral
'Ich hätte eine Frage zu den Boxen',neutral
'router ist neu heute gekommen',neutral
'wenn ich ein Handy bestelle',neutral
'ok ich brauche keinen LTE router',neutral
'aha  danke . eien Frage noch- am 14.1. kann ich meinen Internetvertrag verlängern- gibt s da auch günstigere Tablets ansonsten muss ich mir eines beorgen',neutral
'Aber wahrscheinlich nur seit dem Zeitpunkt ab dem der Router eingeschaltet war?',neutral
'aber im shop gibt s já auch ipads?',neutral
'Hallo! Bin vor 2 Wochen in ein städtisches Gebiet mit voller LTE Abdeckung umgezogen. Jetzt frag ich mich wie T-Mobile solch eine Speedtest: http://www.speedtest.net/result/{Potentielle_ID}.png rechtfertigt? Seit 2 Wochen ärgere ich mich jetzt schon mit dem Speed rum alles probiert reseten anderer Zuganspunkt neue Sim...............',angry
'Ich möchte gern ein Iphone 6S',neutral
'ja - für das s7 edge den extreme und für das s6 den turbo',neutral
'ich bin mit meinem Router verbunden',neutral
'also sie haben auf den ersten blick keine einsicht ob ich ander handy optionen hab? müsste ich mich da durch alle durchklicken?',angry
'Da war ich gerade (Hartlauer) und dort konnte die SIM nicht getauscht werden da sie nicht registriert sei ??',angry
'Das ist für mich somit blöd weil dann müsste ich Immer 2 Handy mit mir herum tragen.',angry
'hatte davor das Note 7 bestellt',neutral
'Hallo! Ich habe ein iphone SE mit der Bestellnummer {Potentielle_ID} bestellt... wann wird das Handy geliefert? Die Bestellung Ist jetzt über eine Woche her',angry
's5 neo gibt es nicht um 0 € ?',neutral
'ich habe die Verpackung vor mir liegen',neutral
'Wir haben 6 LTE-STick Huawei E {Potentielle_ID} IPhones und 3 Samsung Galaxy S3 Vertagsdauer über 2 Jahre und würden diese gerne freischalten lassen',neutral
'Deshalb wollte ich den Cube mal testen',neutral
'Ich hätte eine frage zur Auslieferung vom Samsung S7 edge',neutral
'Habe nur den Pin eingegeben bzw einen 6 stelligen Code zum öffnen des Handys.',neutral
'Wann wird ca. Is handy ausgeliefert',neutral
'Ich habe mir vor kurzem die huwei home box gekauft und habe meinen Vertrag verlängert (hatte vorher einen web n walk stick) habe dann probiert meine w lan box mit der sim karte von meinen stick zu aktivieren...das funktioniert aber leider nicht!',worry
'Guten Tag! Ich bin schon sehr lange telering Kunde und bräuchte ein neues Handy...',neutral
'Ich benötige für meinen Vertrag mit der Nummer {Telefonnummer} eine Nano SIM.',neutral
'und ja nun warte ich bald 2 Monate auf ein funktionstüchtiges Handy',angry
'bin kein Kunde habe eine Frage zum Note 7',neutral
'ich will mich informieren ob ich ein handy nehmen kann mit einer wertkarten nummer von euch mit nem iphone?',neutral
'ich glaube wir können uns einigen dass die Firmware Schrott und zum vergessen ist. Mir stellt sich halt nur die Frage warum T-Mobile ein Gerät als NEU und BESSER verkauft wenn es genau das Gegenteil ist.',angry
'ich habe 2 verträge bei telering einen für mich einen für meine tochter. gibt es angebote bzgl. iphone 6 - konnte ich auf der homepage nichts finden ...',neutral
'ich überlege mir ein iPhone 7 zu kaufen',neutral
'Ich würde gerne mein iPhone 5S entsperren lassen. IMEI *****',neutral
'Also es geht kede karte rein?',neutral
'Schon klar aber diese Sperre betrifft EINDEUTIG die Simkarte! Ich habe mittlerweile die Sim in ein 3. Handy gesteckt und auch dort erscheint die Sperre...3. Handy ist ein Galaxy S4.',angry
'Bin in einem laufenden Tarif - jetzt ist mein i phone irreparabel kaputt',worry
'wie sieht es zum beispiel mit gewschwindigkitsteilung aus wenn mein nachbar ebenfalls eine t-mobile lte cube besitzt',neutral
'ok noch eine Frage unter Lieferadresse kann ich nicht meinen Name angeben nur die Straße Adresse. Wie kriege ich die Box in Leoben wenn dort steht der Name meiner Tante und meine Adresse?',neutral
'ich habe mir heute ein neues samsung galaxy s6 geholt aber keine nano simkarte! wie komm ich jetzt am schnellsten zu dieser!? geht das übers internet {Name} muss ich wieda in den t mobile shop?',neutral
'Ich lebe in Wien als Nebenwohnsitz. Gibt es kein Problem? Kann ich eine Sim Karte kaufen?',worry
'ich möchte bitte eine drittanbietersperre einrichten und mehr kosten nummern sperren lassen',worry
'ok dankeschön weil wir benötigen eine micro Sim karte',happy
'Ist das Galaxy S6 frei für alle netze ? und kann ich meinen Tarif beibehalten ?',neutral
'ja aber ich bräuchte das handy . und ich habe angerufen und ein mitarbeiter hat gesagt das es in ein paar minuten funktionstüchtig ist & bis jetzt geht noch nichts?',angry
'ich habe bei meinem jetztigen Handy (HTC One) einen Wasserschaden.',worry
'technikerauftrag - ich gebe Ihnen gerne die Nummer um nachzuschauen',neutral
'Handy oder Gutschrift...da kommen nur die handys sonst nichts',neutral
'ich habe ein Huawei {Potentielle_ID}',neutral
'aber das wifi geht nicht',neutral
'ich habe seit kurzem eine t-mobile net box. jeden abend trennt sie die verbindung (so gegen 22:40) und kann anschließend keine verbindung mehr aufbauen',worry
'Ich habe i pad pro .wie kann ich dem anmelden zu mein Handy Vertrag',neutral
'Mein Name idt {Name}. Ich habe gerade mit {Name} geschrieben. Sie wollte mir meine Sim Karte entsperren',neutral
'Telefon funktioniert schon wieder das ging sehr schnell :-)',happy
'Ich habe vor {Potentielle_ID} tagen 2 smartphones bestellt',worry
'Und gibt es einen Ethernet Anschluss am Modem auch?',neutral
'und diese geräte sind dann einfwandfrei nehme ich an ?',worry
'die box hängt sich ständig auf und ist somit nicht brauchbar',angry
'Leider bekomme ich immer eine Nachricht das das nicht geht. irgendwas mit Url und das ich den Systemadministrator kontaktieren soll das passiert beim Handy und auch über den Computer obwohl ich auf MYtelering angemeldet bin.',worry
'und das kann ich aber nur über den pc machen oder? weil beim phone komme ich ja nicht mal soweit weil die sim nicht akzeptiert wird',neutral
'ok ich schau mir mal die angebote bzw. Handys an und dan schreibe ich ihnen wieder :)',neutral
'Ich habe eine Frage zu meiner gestern neu erhaltenen HomeNet Box. Wie kann ich den Bridge Modus aktivieren?',neutral
'da ich mir das edge gekauft habe interessiert mich das',neutral
'Also. Ich habe einen HUAWEI {Potentielle_ID} Router Ich benutze eine PS3. Mein Problem ist das ich einen {Name} strikt habe. Die ports habe ich auch versucht zu öffnen leider vergebens. In den interneteinstellungen der ps3 zeigt es mir aber an das ich einen {Name} 2 habe.',angry
'so is this card useful for iphone 4/5/6?',neutral
'Ich komm zu meinem Modem wenn ich die IP {Potentielle_ID} eingebe',worry
'Von der neuen Karte meinen Sie?',neutral
'hätte noch eine Frage wie sieht das bei den Handy aus gibt es da auf die -50%?',neutral
'Ist es möglich noch in den 4 Testwochen die HomeNet Box gegen den Router einzutauschen?',neutral
'"ok. aber bei meinem Handy steht ""nur notrufe"" und ich habe keinen Empfang"',neutral
'die anderen nr habe ich gerade gesendet die am modem stehen',neutral
'ja das ist genau das Problem ich brauche kein Handy und benutze das Internet fast nur über W-Lan',worry
'gestern wurde mir hier im chat gesagt dass im shop Graz citypark 3 iphones (7 plus 32gb) auf lager wären und dass ich dort heute mal vorbeischauen sollte. Leider war dem aber nicht so. Ich frage mich ob es irgendwo in Graz oder wien iphones im shop gibt.',angry
'herzlichen Dank Ich werde mein Glück probieren die Updates sind aber nur unter Windows zu isntalleren oder',neutral
'Perfekt danke !!! Also brauche ich nicht mit der Box in einen Shop gehen ? Wird das automatisch raufgespielt ?',happy
'Sehe ich das dann am Handy?',neutral
'Und das neue iphone 6s mit nano sim karte',neutral
'es steht ja im schreiben das falls man mit dem gerät nicht zufrieden ist ..ein tausch inerhalb 28 tagen problemlos möglich wäre',neutral
'das meine ich ja - ich will wissen wieviel bei einem teureren Tarif das handy mit verlängerungsbonus kostet',angry
'mein Internet-Router ist seit heute genau 3 Wochen in Reparatur',angry
'benutze iphone und habe alle autom. updates ausgeschalten',neutral
'Hallo ich bin jetzt seit mehreren Jahren T-Mobile Kune. Ich würde mir nun gerne ein Iphone 7 oder ein Iphone 7 Plus zulegen.',neutral
'Ja die hab ich auch. Außerdem ist es eine Home Net Box',neutral
'Besten Dank Herr {Name}werde mich um das Gerät Schauen u. dann wieder bei Ihnen melden!',happy
'aha ok. und was kostet die neue sim?',neutral
'So I give in my iPhone 7 what is the value of my iPhone 7 and how much on top would I have to pay to get the new iPhone8?',neutral
'HalloKann man im Shop auch nur den Night Boost in Form einer SIM Karte kaufen ohne einen Tarif oder Wertkarte zu kaufe um einfach nur in der Nacht zu surfen?',worry
'Was für ein Handy würden sie mir empfehlen ich habe am {Potentielle_ID}. bei telering online einen Vertrag abgeschlossen und das Samsung Galaxy s5 neo um 0€ aber nach mehrmaligen Telefonsten hat man mir gesagt dass das gescheitert wäre. und jetzt weiß ich nicht mehr was ich tun soll. Mein altes Handy ist fast kaputt und ich möchte ein Handy mit 16 GB Speicher und ein halbwegs gute Kamera',neutral
'Folgendes Thema: Ich hatte einen (original T-Mobile) Router der offenbar immer die Sim-Karten zerstört hat. Nunmehr wieder. Ich habe diesen nun entsorgt. Allerdings würde ich nun einerseits eine neue Sim-Karte benötigen andererseits aber auch einen neuen Router.',neutral
'Ich verstehe vielen Dank dann werde ich mir das direkt auf Mein T-mobile ansehen. Nun hätte ich aber noch eine technische Frage',neutral
'hallo würde gerne mein iphone entsperren',neutral
'I möchte einen neuen Vertrag anmelden über die Firma und bräuchte dafür ein i Pfad Mini und ein i phone ...was habt ihr da für ein Angebot für mich... Bin auch ein Privatkunde bei euch mit drei Verträgen',neutral
'Ok und noch ein frage Wenn ich durch online handy kaufe ist es offen für alle Netze',neutral
'es handelt sich um das home internet',neutral
'Ich habe das Handy aus der Vertrags Verlängerung schon zurückgeschickt',neutral
'Ich habe mir heute den T- Mobile Home Cube geholt ihn wie beschrieben installiert aber er verbindet sich nicht. Jetzt weiß ich nicht ganz ob ich einen Fehler gemacht habe oder ich kein Netz erreiche.',neutral
'Eine Frage habe ich noch im Forum habe ich gelesen dass manche (ich glaube es waren Router) einen täglichen Ausfall hätten - möglicherweise aufgrund der IP Adressen Änderung. Wäre das bei der schwarzen Box auch denkbar?',worry
'Ich habe kein Login auf meinem Bildschirm!!??? Es steht nur SHOP KUNDENSERVICE',worry
'telefon ist auf  gestelt und so stehet',neutral
'Soo ich habe am am 7.dez. {Potentielle_ID} mein iphone bei saturn in vösendorf kauft mit erstanmeldung bei saturn',neutral
'ja den router neu starten funtioniert auch nicht immer',neutral
'also ich brauche den code dafür das ich das iPhone auch in Deutschland benutzen kann',neutral
'Hallo ich bin Lara. Meine Frage: Gibt es das iPhone 7 auch im Geschäft zu kaufen oder muss man sie bestellen?',neutral
'hallo ich möchte ein neues handy.',neutral
'hi mein Nmae Flach {Name} hatte heute schonmal was gefragt habe mir nun mein neues handy geholt und wollte frage ob man etwas mit meinen alten handy machen kann da ich bei dem heft Das Wie-Ich.Will-Prinzip dann gelesen habe steht hinten Alt gegen Neu und da das man denn restwert meines alten handy vom preis des neuen abgezogenw erden aknn nur das mir die verkäuferin im t-mobile shop in amstetten nichts davon sagte',neutral
'Ja der Kunde hat eine SIM von drei.at in dem Router problemlos am laufen',neutral
'Hallo ich habe ein Nokia Handy Model {Potentielle_ID}',neutral
'Guten Tag ich hätte nur kurz eine frage. Wird es bei Telering das P9 lite geben?',neutral
'Es geht ja um die eintreffenden Anrufe.',neutral
'Kann ich meine home net Box durch einen 4g Router eintauschen ist das grundsàtzlich möglich?',neutral
'Hab mir heute einen Homenet light geholt. Einen Cube',neutral
'ich schau mir mal paar Handys an vielen Dnak für den Tipp!',happy
'Habe Interesse mit dem 25GB LTE Router um {Potentielle_ID}',neutral
'denn dann würde ich ja ein iphone günstig zur vertragsverlängerung bekommen und müßte das iphone 5 nicht entsperren lassen.',neutral
'ich hätte Interesse an einem neuen Handy',neutral
'möchte wieder ein galaxy s5 mini z.b. habt ihr das ?',neutral
'und auch wegen dem netz bzw. wegen der schnelligkeit',neutral
'Ich wollte gerade das neue Internet ausprobieren welches ich gestern bestellt habe. Nach anstecken des Gerätes an der Steckdose versuchte ich mein Handy sowie den PC mittels Passwort mit dem Internet zu verbinden.',neutral
'Ja habe die Simkarte aufgeladen kürzlich',neutral
'Hallokann ich meine alte Tel Nummer mit nehmen?',neutral
